[일시]롯데푸드,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2004/06/04,88074,89053,86215,87780,▼391,－0.44%,90227,88759,97767,98230,8510,122383
2004/06/03,92478,93358,87683,88172,▼4110,－4.45%,90853,89410,98066,98216,14436,121403
2004/06/02,91597,92576,91206,92282,0.0,0.00%,91382,90335,98357,98195,5395,121503
2004/06/01,90325,93261,90227,92282,▲1664,＋1.84%,91206,91005,98597,98148,13055,121503
2004/05/31,90521,92478,90521,90618,▼294,－0.32%,91558,91651,98829,98105,7820,121093
2004/05/28,90521,92478,90521,90912,▲98,＋0.11%,91186,92453,99113,98075,8904,121283
2004/05/27,92184,93358,90227,90814,▼587,－0.64%,88896,93412,99375,98036,13363,121283
2004/05/25,92086,92282,89542,91401,▼2642,－2.81%,87174,94303,99631,97996,12696,121283
2004/05/24,93946,95414,91401,94043,▲5284,＋5.95%,84160,94968,99878,97940,24804,121283
2004/05/21,82985,90618,82985,88759,▲9297,＋11.70%,80715,95648,100055,97861,28937,124483
2004/05/20,81224,81517,78777,79462,▼2740,－3.33%,79893,96666,100329,97850,10550,123983
2004/05/19,76624,83181,76624,82202,▲5872,＋7.69%,81889,98369,100783,97923,14570,123983
2004/05/18,73591,78777,73395,76331,▼489,－0.64%,83670,99910,101239,97973,19939,123983
2004/05/17,83377,84551,73395,76820,▼7829,－9.25%,86587,101500,101794,98094,27072,122183
2004/05/14,89542,90031,84160,84649,▼4795,－5.36%,90207,103042,102365,98212,18220,120723
2004/05/13,89835,91988,89444,89444,▼1664,－1.83%,93730,104069,102813,98269,10415,121533
2004/05/12,91891,92967,89346,91108,▲196,＋0.22%,96001,104485,103133,98247,10570,123063
2004/05/11,92967,94924,89150,90912,▼4012,－4.23%,99113,104847,103409,98203,16818,123223
2004/05/10,97860,100307,92478,94924,▼7340,－7.18%,102068,105170,103688,98163,11196,122923
2004/05/07,98839,102264,96881,102264,▲1468,＋1.46%,104123,105366,103908,98090,17361,122623
2004/05/06,106178,107646,99328,100796,▼5872,－5.50%,105004,105097,103981,97955,15141,121323
2004/05/04,105689,108625,105689,106667,▲979,＋0.93%,106863,105023,104112,97827,7785,120073
2004/05/03,105689,107157,104710,105689,▲489,＋0.47%,107255,104681,104071,97648,5215,120073
2004/04/30,106667,107646,102753,105200,▼1468,－1.38%,107059,104363,104177,97477,11250,120073
2004/04/29,109603,110093,104710,106667,▼3425,－3.11%,107548,103957,104315,97319,10920,117633
2004/04/28,111071,112539,108625,110093,▲1468,＋1.35%,108037,103448,104397,97133,11269,116223
2004/04/27,106178,109114,105689,108625,▲3914,＋3.74%,108722,102777,104438,96917,6140,116273
2004/04/26,107646,107646,104710,104710,▼2936,－2.73%,109603,102092,104479,96714,10350,116273
2004/04/23,109114,111071,106178,107646,▼1468,－1.35%,110288,101588,104470,96543,10920,114813
2004/04/22,113028,113028,109114,109114,▼4404,－3.88%,110288,101070,104373,96346,14144,116273
2004/04/21,114007,114007,111071,113518,▲489,＋0.43%,109505,100581,104267,96119,10533,116273
2004/04/20,109603,113028,107646,113028,▲4893,＋4.52%,106354,99871,104120,95849,17518,116273
2004/04/19,107646,110093,106667,108135,▲489,＋0.45%,103418,99284,103900,95596,13457,114813
2004/04/16,106667,110093,105689,107646,▲2447,＋2.33%,101266,99015,103663,95414,20760,114573
2004/04/14,97566,105689,97566,105200,▲7437,＋7.61%,99504,98648,103417,95239,20493,115003
2004/04/13,98349,98349,97273,97762,▼587,－0.60%,97840,98217,103213,95069,9200,114573
2004/04/12,96881,98839,96881,98349,▲979,＋1.01%,98154,98222,103120,94954,7770,114573
2004/04/09,99328,99817,97371,97371,▼1468,－1.49%,98447,98247,103040,94834,14746,115723
2004/04/08,96881,98839,96881,98839,▲1957,＋2.02%,98839,98589,102968,94729,8584,123693
