[일시]일신방직,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2003/07/07,32500,32750,32200,32700,▲400,＋1.24%,32720,32975,34078,36005,5040,128810
2003/07/04,32600,32700,32300,32300,▼300,－0.92%,32740,33020,34131,36058,3111,128810
2003/07/03,33000,33000,32500,32600,▼400,－1.21%,32880,33083,34204,36115,940,128810
2003/07/02,32650,33000,32300,33000,0.0,0.00%,32920,33153,34274,36173,2420,128810
2003/07/01,32800,33000,32500,33000,▲200,＋0.61%,32880,33220,34343,36222,2490,128810
2003/06/30,33200,33400,32750,32800,▼200,－0.61%,32760,33298,34410,36273,680,128810
2003/06/27,33250,33250,32500,33000,▲200,＋0.61%,32700,33385,34472,36325,290,128810
2003/06/26,32850,32850,32800,32800,0.0,0.00%,32690,33458,34522,36381,1150,128810
2003/06/25,32100,32900,32100,32800,▲400,＋1.23%,32850,33520,34583,36438,4470,128810
2003/06/24,32550,32550,32300,32400,▼100,－0.31%,32990,33580,34647,36498,1290,128810
2003/06/23,33300,33300,32500,32500,▼450,－1.37%,33210,33663,34717,36562,1720,128810
2003/06/20,33300,33300,32900,32950,▼650,－1.93%,33350,33728,34787,36631,13540,128810
2003/06/19,34000,34000,33600,33600,▲100,＋0.30%,33460,33780,34848,36696,1470,128810
2003/06/18,33250,33500,33150,33500,0.0,0.00%,33340,33780,34902,36756,850,128810
2003/06/17,33300,33600,33300,33500,▲300,＋0.90%,33260,33785,34960,36819,960,128810
2003/06/16,33500,33500,33200,33200,▼300,－0.90%,33210,33800,35027,36888,610,128810
2003/06/13,33450,34050,33300,33500,▲500,＋1.52%,33290,33870,35098,36951,1930,128810
2003/06/12,33750,33750,32900,33000,▼100,－0.30%,33300,33918,35160,37007,2779,128810
2003/06/11,33250,33500,33000,33100,▼150,－0.45%,33500,34013,35240,37063,5230,128810
2003/06/10,33600,33700,33200,33250,▼350,－1.04%,33750,34103,35330,37120,2620,128810
2003/06/09,33600,33650,33550,33600,▲50,＋0.15%,34010,34190,35411,37181,2270,128810
2003/06/05,34000,34600,33550,33550,▼450,－1.32%,34200,34250,35489,37246,1540,128810
2003/06/04,34500,34750,34000,34000,▼350,－1.02%,34380,34320,35570,37292,700,128810
2003/06/03,34150,34950,33600,34350,▼200,－0.58%,34390,34368,35629,37337,2830,128810
2003/06/02,34800,35000,34500,34550,0.0,0.00%,34320,34395,35682,37378,4080,128810
2003/05/30,34500,34600,34000,34550,▲100,＋0.29%,34220,34413,35731,37415,4840,129410
2003/05/29,33800,34450,33800,34450,▲400,＋1.17%,34070,34435,35787,37455,1310,129410
2003/05/28,34000,34050,33850,34050,▲50,＋0.15%,33980,34463,35839,37492,300,129410
2003/05/27,34000,34000,34000,34000,▼50,－0.15%,33890,34478,35888,37531,110,129410
2003/05/26,33750,34700,33750,34050,▲250,＋0.74%,33810,34530,35963,37573,3330,129410
2003/05/23,33500,33800,33250,33800,▼200,－0.59%,33760,34570,36038,37620,5960,129410
2003/05/22,33600,34550,33600,34000,▲400,＋1.19%,33920,34603,36119,37673,730,129410
2003/05/21,34000,34000,33550,33600,0.0,0.00%,34010,34663,36198,37725,400,129410
2003/05/20,33800,34300,33300,33600,▼200,－0.59%,34270,34745,36288,37779,2880,129410
2003/05/19,34600,34650,33300,33800,▼800,－2.31%,34530,34813,36360,37835,4870,129410
2003/05/16,34400,34600,34200,34600,▲150,＋0.44%,34770,34873,36430,37890,150,129410
2003/05/15,34850,34850,34450,34450,▼450,－1.29%,34810,34893,36499,37939,104,129410
2003/05/14,34700,34900,34700,34900,0.0,0.00%,34910,34920,36575,37992,350,129410
2003/05/13,34450,34900,34450,34900,▼100,－0.29%,34920,34955,36650,38042,110,129410
2003/05/12,34950,35000,34950,35000,▲200,＋0.57%,34920,35010,36712,38092,350,129410
2003/05/09,34500,34800,34300,34800,▼150,－0.43%,34900,35068,36768,38148,170,129740
2003/05/07,34950,34950,34600,34950,0.0,0.00%,34940,35123,36838,38206,1630,129740
2003/05/06,34950,34950,34950,34950,▲50,＋0.14%,34950,35210,36888,38261,100,129740
2003/05/02,34950,34950,34900,34900,0.0,0.00%,34830,35303,36938,38311,140,129740
2003/04/30,35000,35000,34600,34900,▼100,－0.29%,34860,35415,36979,38363,130,129740
2003/04/29,34950,35400,34850,35000,0.0,0.00%,34850,35520,37030,38421,4500,129750
2003/04/28,34700,35000,34700,35000,▲650,＋1.89%,34740,35595,37082,38476,300,131320
2003/04/25,34350,34350,33300,34350,▼700,－2.00%,34780,35645,37148,38538,670,131330
2003/04/24,34450,35050,34400,35050,▲200,＋0.57%,34960,35753,37239,38610,1210,131330
2003/04/23,34400,34900,34400,34850,▲400,＋1.16%,34940,35830,37270,38670,310,131330
2003/04/22,34550,34700,34000,34450,▼750,－2.13%,34970,35918,37314,38731,3510,131330
2003/04/21,35250,35250,35000,35200,▼50,－0.14%,35080,36030,37373,38802,290,131330
2003/04/18,35300,35850,35050,35250,▲300,＋0.86%,35040,36103,37425,38859,1060,131330
2003/04/17,35050,35050,34800,34950,▼50,－0.14%,35110,36180,37488,38917,1720,131330
2003/04/16,35250,35500,35000,35000,0.0,0.00%,35320,36283,37558,38965,1060,131330
2003/04/15,35000,35350,34900,35000,0.0,0.00%,35550,36408,37632,39023,1135,131330
2003/04/14,35600,35600,34800,35000,▼600,－1.69%,35730,36533,37707,39077,6910,131330
2003/04/11,36000,36000,35600,35600,▼400,－1.11%,36070,36643,37773,39125,230,131330
2003/04/10,36400,36400,36000,36000,▼150,－0.41%,36310,36753,37830,39170,230,131330
2003/04/09,36400,36400,36150,36150,▲250,＋0.70%,36540,36878,37882,39208,110,131330
2003/04/08,36500,36500,35900,35900,▼800,－2.18%,36710,36975,37933,39244,440,131330
2003/04/07,36700,36800,36000,36700,▼100,－0.27%,36830,37095,37986,39274,510,131330
2003/04/04,37000,37000,36800,36800,▼350,－0.94%,36690,37180,38026,39301,110,131330
2003/04/03,41900,41900,37000,37150,▲150,＋0.41%,36630,37218,38071,39323,190,131330
2003/04/02,36500,37000,36500,37000,▲500,＋1.37%,36520,37235,38100,39344,830,131330
2003/04/01,36000,36500,36000,36500,▲500,＋1.39%,36440,37260,38135,39363,110,131330
2003/03/31,35750,36000,35300,36000,▼500,－1.37%,36480,37330,38178,39387,800,131330
2003/03/28,35700,36500,35700,36500,▼100,－0.27%,36610,37410,38240,39413,1180,131330
2003/03/27,36100,36600,36100,36600,0.0,0.00%,36670,37435,38293,39442,160,131330
2003/03/26,36500,36600,36200,36600,▼100,－0.27%,36750,37530,38350,39467,620,131330
2003/03/25,34100,36700,34100,36700,▲50,＋0.14%,36930,37625,38407,39495,490,131330
2003/03/24,35600,36650,35600,36650,▼150,－0.41%,37090,37725,38475,39517,350,131330
2003/03/21,36100,36800,36100,36800,▼200,－0.54%,37200,37830,38544,39536,130,131330
2003/03/20,37500,37500,32700,37000,▼500,－1.33%,37400,37938,38611,39555,6740,131330
2003/03/19,37550,37550,37500,37500,0.0,0.00%,37700,37985,38678,39574,1010,131330
2003/03/18,38600,38600,37500,37500,▲300,＋0.81%,37820,38010,38749,39588,160,131330
2003/03/17,37250,37650,37150,37200,▼600,－1.59%,37980,38073,38804,39606,770,131330
2003/03/14,38500,39000,37500,37800,▼700,－1.82%,38220,38163,38854,39628,5720,131330
2003/03/13,37600,38500,37550,38500,▲400,＋1.05%,38170,38243,38886,39646,130,131330
2003/03/12,37800,38100,37500,38100,▼200,－0.52%,37970,38248,38911,39656,390,131330
2003/03/11,37000,38500,37000,38300,▼100,－0.26%,37850,38263,38952,39668,840,131330
2003/03/10,38400,38400,38400,38400,▲850,＋2.26%,37770,38295,39003,39680,160,131330
2003/03/07,37150,37900,36800,37550,▲50,＋0.13%,37610,38275,39013,39691,2200,131330
2003/03/06,37500,37500,36100,37500,0.0,0.00%,37500,38293,39044,39708,360,131330
2003/03/05,37400,37500,37100,37500,▼400,－1.06%,37700,38288,39074,39726,190,131330
2003/03/04,37200,37900,37200,37900,▲300,＋0.80%,37900,38310,39099,39744,140,131330
2003/03/03,37400,38600,37300,37600,▲600,＋1.62%,38060,38320,39124,39765,4380,131330
2003/02/28,37500,37500,36250,37000,▼1500,－3.90%,38290,38390,39144,39795,15330,131330
2003/02/27,37700,38500,37100,38500,0.0,0.00%,38680,38530,39173,39819,3070,131330
2003/02/26,38500,38500,38450,38500,▼200,－0.52%,38570,38450,39182,39831,1090,131330
2003/02/25,38250,38700,38250,38700,▼50,－0.13%,38470,38400,39202,39844,1620,131330
2003/02/24,38800,38800,38750,38750,▼200,－0.51%,38480,38365,39227,39854,160,131330
2003/02/21,38400,38950,38400,38950,▲1000,＋2.64%,38530,38343,39251,39860,2160,131330
2003/02/20,37050,38450,37050,37950,▼50,－0.13%,38620,38345,39270,39860,1930,131330
2003/02/19,38350,38350,37200,38000,▼750,－1.94%,38750,38408,39311,39868,6560,131330
2003/02/18,38800,38800,38750,38750,▼250,－0.64%,38830,38478,39351,39869,160,131330
2003/02/17,38500,39000,38450,39000,▼400,－1.02%,38870,38515,39378,39863,3150,131330
2003/02/14,39400,39400,39400,39400,▲800,＋2.07%,38670,38515,39409,39857,140,131330
2003/02/13,38100,38600,38100,38600,▲200,＋0.52%,38370,38495,39434,39845,230,131330
2003/02/12,38050,38400,38050,38400,▼550,－1.41%,38130,38520,39473,39838,230,131330
2003/02/11,38900,38950,38900,38950,▲950,＋2.50%,38040,38560,39528,39824,210,131330
2003/02/10,39000,39000,38000,38000,▲100,＋0.26%,37870,38568,39575,39820,300,131330
2003/02/07,37700,37900,37700,37900,▲500,＋1.34%,38070,38623,39633,39816,160,131330
2003/02/06,37300,37800,36600,37400,▼550,－1.45%,38450,38703,39685,39807,840,131330
2003/02/05,38150,38150,37950,37950,▼150,－0.39%,38350,38778,39747,39800,210,131330
2003/02/04,38900,38900,38000,38100,▼900,－2.31%,38260,38835,39813,39782,2890,131330
2003/02/03,38500,39200,38050,39000,▼800,－2.01%,38240,38885,39871,39757,2160,131330
2003/01/30,36900,39800,36500,39800,▲2900,＋7.86%,38100,38920,39928,39727,4090,131330
2003/01/29,37000,37000,36350,36900,▼600,－1.60%,37940,38915,39981,39695,250,133010
2003/01/28,38000,40950,36050,37500,▼500,－1.32%,38400,39070,40069,39692,3820,133210
2003/01/27,37900,38000,37900,38000,▼300,－0.78%,38780,39195,40148,39692,310,133630
2003/01/24,38400,38400,38300,38300,▼700,－1.79%,39080,39335,40231,39685,820,133830
2003/01/23,38300,39000,38000,39000,▼200,－0.51%,39220,39460,40293,39684,230,133830
2003/01/22,38350,39200,38350,39200,▼200,－0.51%,39220,39550,40346,39684,160,133830
2003/01/21,39000,39400,39000,39400,▼100,－0.25%,39200,39640,40373,39685,210,133830
2003/01/20,39300,39500,39300,39500,▲500,＋1.28%,39160,39760,40414,39681,210,133830
2003/01/17,38550,39000,38550,39000,0.0,0.00%,39080,39825,40448,39680,160,133830
2003/01/16,38150,39000,38150,39000,▼100,－0.26%,39100,39885,40478,39679,160,133830
2003/01/15,39200,39200,39100,39100,▼100,－0.26%,39200,39920,40509,39691,260,133830
2003/01/14,38700,39200,38650,39200,▲100,＋0.26%,39160,39965,40535,39705,120,133830
2003/01/13,38650,39100,38600,39100,0.0,0.00%,39140,40033,40555,39720,120,133830
2003/01/10,38800,39450,38600,39100,▼400,－1.01%,39140,40148,40562,39736,170,133830
2003/01/09,40400,40400,39500,39500,▲600,＋1.54%,39260,40143,40577,39756,450,133830
2003/01/08,39050,39050,38900,38900,▼200,－0.51%,39300,40138,40576,39777,660,133830
2003/01/07,39400,39400,38800,39100,0.0,0.00%,39520,40158,40588,39803,700,133830
2003/01/06,39050,39100,38500,39100,▼600,－1.51%,39700,40153,40592,39833,440,133480
2003/01/03,39700,39700,38300,39700,0.0,0.00%,40040,40168,40595,39860,180,133480
2003/01/02,38350,39700,38350,39700,▼300,－0.75%,40260,40123,40585,39888,260,133480
2002/12/30,39250,40000,39200,40000,0.0,0.00%,40480,40075,40590,39915,590,133480
2002/12/27,39600,40000,39250,40000,▼800,－1.96%,40680,40025,40583,39935,400,133480
2002/12/26,39100,40800,39100,40800,0.0,0.00%,41040,40010,40583,39959,2320,133480
2002/12/24,41800,41800,40800,40800,0.0,0.00%,41040,39980,40558,39969,200,133480
2002/12/23,40250,40800,40250,40800,▼200,－0.49%,40920,39950,40528,39978,270,133480
2002/12/20,40500,41500,40150,41000,▼800,－1.91%,40700,39915,40500,39989,540,133480
2002/12/18,40800,41800,40800,41800,▲1000,＋2.45%,40500,39885,40470,39993,250,133480
2002/12/17,39550,40950,39550,40800,▲600,＋1.49%,40250,39815,40427,39994,220,133480
2002/12/16,38350,40200,38350,40200,▲500,＋1.26%,40370,39795,40408,40012,230,133480
2002/12/13,39350,40000,38700,39700,▼300,－0.75%,40130,39828,40403,40035,400,133480
2002/12/12,40400,40400,39950,40000,▼550,－1.36%,40070,39888,40406,40066,380,133480
2002/12/11,40800,40800,39100,40550,▼850,－2.05%,39930,39933,40401,40095,730,133480
2002/12/10,39500,41400,39500,41400,▲2400,＋6.15%,39620,39990,40385,40119,400,133480
2002/12/09,39400,39400,38700,39000,▼400,－1.02%,39220,40010,40357,40141,270,133480
2002/12/06,39000,39400,38550,39400,▲100,＋0.25%,39180,40135,40368,40181,420,133480
2002/12/05,39000,39300,39000,39300,▲300,＋0.77%,39050,40215,40373,40225,290,133480
2002/12/04,39100,39100,39000,39000,▼400,－1.02%,38990,40305,40378,40263,170,133480
2002/12/03,38400,39400,38400,39400,▲600,＋1.55%,39130,40450,40388,40304,280,133480
2002/12/02,38750,38800,38750,38800,▲50,＋0.13%,39290,40560,40407,40337,300,133480
2002/11/29,39000,39000,38400,38750,▼250,－0.64%,39570,40740,40447,40369,520,133480
2002/11/28,41000,41000,37250,39000,▼700,－1.76%,39840,40953,40464,40399,11090,133480
2002/11/27,40200,40200,39700,39700,▼500,－1.24%,40120,41113,40481,40428,1010,134280
2002/11/26,39800,40200,39650,40200,0.0,0.00%,40260,41238,40486,40456,1750,134280
2002/11/25,40100,40700,39700,40200,▲100,＋0.25%,40300,41378,40481,40472,1740,134280
2002/11/22,40050,40200,40050,40100,▼300,－0.74%,40430,41468,40469,40487,360,134830
2002/11/21,40400,40400,40400,40400,0.0,0.00%,40590,41573,40451,40504,210,134830
2002/11/20,40400,40400,40400,40400,0.0,0.00%,40690,41593,40425,40520,120,135040
2002/11/19,40850,40850,40100,40400,▼450,－1.10%,40950,41668,40387,40536,210,135150
2002/11/18,41000,41000,40850,40850,▼50,－0.12%,41230,41723,40348,40550,210,135210
2002/11/15,40900,40900,40800,40900,0.0,0.00%,41360,41720,40304,40561,20450,135420
2002/11/14,41000,41000,40900,40900,▼800,－1.92%,41380,41720,40256,40584,320,135420
2002/11/13,41700,41700,41200,41700,▼100,－0.24%,41420,41708,40203,40603,220,135420
2002/11/12,41400,41800,41400,41800,▲300,＋0.72%,41460,41643,40121,40621,210,135420
2002/11/11,41300,41500,41300,41500,▲500,＋1.22%,41420,41528,40065,40645,210,135420
2002/11/08,41450,41450,41000,41000,▼100,－0.24%,41600,41453,39998,40670,310,135420
2002/11/07,41900,41900,41000,41100,▼800,－1.91%,42000,41375,39929,40703,460,135720
2002/11/06,42500,42500,38050,41900,▲300,＋0.72%,42220,41303,39853,40735,810,136020
2002/11/05,42000,42000,41600,41600,▼800,－1.89%,42280,41173,39752,40750,510,136020
2002/11/04,42300,44000,42300,42400,▼600,－1.40%,42560,41058,39643,40768,670,136020
2002/11/01,42500,43000,42500,43000,▲800,＋1.90%,42480,40893,39527,40783,220,136020
2002/10/31,42200,42200,42200,42200,0.0,0.00%,42320,40743,39410,40794,340,136020
2002/10/30,41950,42200,41750,42200,▼800,－1.86%,42040,40613,39314,40809,220,136020
2002/10/29,43800,43800,41350,43000,▲1000,＋2.38%,41980,40503,39236,40825,224,136020
2002/10/28,41300,42000,41000,42000,▼200,－0.47%,41680,40318,39139,40845,260,136020
2002/10/25,41450,42500,41450,42200,▲1400,＋3.43%,41440,40168,39075,40880,220,136020
2002/10/24,42500,42500,40800,40800,▼1100,－2.63%,41180,40013,39022,40912,20,136020
2002/10/23,41500,41900,41500,41900,▲400,＋0.96%,41150,39933,38997,40958,210,136020
2002/10/22,41200,41500,41200,41500,▲700,＋1.72%,40850,39798,38948,40991,210,136020
2002/10/21,40500,40800,40100,40800,▼100,－0.24%,40450,39708,38913,41020,280,136020
2002/10/18,40650,40900,39700,40900,▲250,＋0.62%,40290,39660,38881,41064,280,136020
2002/10/17,40400,40650,40400,40650,▲250,＋0.62%,40000,39610,38873,41102,210,136020
2002/10/16,38950,40400,38950,40400,▲900,＋2.28%,39800,39563,38875,41152,210,136020
2002/10/15,39050,39750,38700,39500,▼500,－1.25%,39580,39523,38885,41213,340,136020
2002/10/14,40000,40000,38800,40000,▲550,＋1.39%,39540,39533,38910,41284,780,136020
2002/10/11,39600,42400,39450,39450,▼200,－0.50%,39360,39518,38935,41351,440,136020
2002/10/10,39300,39650,38500,39650,▲350,＋0.89%,39470,39528,38978,41422,1100,136020
2002/10/09,39900,39900,39300,39300,0.0,0.00%,39460,39528,39018,41487,160,136020
2002/10/08,38250,39600,38250,39300,▲200,＋0.51%,39600,39543,39075,41547,250,136020
2002/10/07,40500,40500,39000,39100,▼900,－2.25%,39600,39603,39126,41620,930,136020
2002/10/04,39100,40000,38700,40000,▲400,＋1.01%,39580,39708,39191,41689,240,135930
2002/10/02,40000,40000,39600,39600,▼400,－1.00%,39400,39698,39239,41779,210,135930
2002/10/01,40300,40300,39500,40000,▲700,＋1.78%,39320,39718,39286,41880,190,135930
2002/09/30,40500,40500,39300,39300,▲300,＋0.77%,39160,39718,39334,41985,250,135930
2002/09/27,37750,39000,37750,39000,▼100,－0.26%,39240,39748,39379,42080,2130,135930
2002/09/26,39200,39200,39100,39100,▼100,－0.26%,39410,39773,39428,42183,300,135820
2002/09/25,38700,39200,38000,39200,0.0,0.00%,39570,39768,39478,42291,850,135820
2002/09/24,38700,39200,38600,39200,▼500,－1.26%,39670,39750,39516,42412,360,135820
2002/09/23,39700,39700,39700,39700,▼150,－0.38%,39750,39695,39561,42540,250,135820
2002/09/19,39100,39850,39100,39850,▼50,－0.13%,39750,39615,39616,42672,300,135820
2002/09/18,38900,39900,38900,39900,▲200,＋0.50%,39720,39533,39668,42806,340,135820
2002/09/17,40000,40000,38900,39700,▲100,＋0.25%,39670,39438,39727,42957,840,135820
2002/09/16,39600,39600,39600,39600,▼100,－0.25%,39660,39338,39790,43082,920,135820
2002/09/13,39700,39700,39000,39700,0.0,0.00%,39660,39198,39853,43200,360,135820
2002/09/12,39800,39800,39600,39700,▲50,＋0.13%,39820,39135,39925,43312,220,135820
2002/09/11,39300,39700,39300,39650,0.0,0.00%,40120,39025,39993,43367,550,135820
2002/09/10,39600,40000,38200,39650,▲50,＋0.13%,40150,38885,40078,43384,1080,135820
2002/09/09,39150,39800,39050,39600,▼900,－2.22%,40220,38728,40147,43398,590,135820
2002/09/06,40650,40650,38500,40500,▼700,－1.70%,40300,38540,40219,43408,1250,135820
2002/09/05,39100,42000,39100,41200,▲1400,＋3.52%,40180,38270,40268,43410,2710,135820
2002/09/04,39000,39800,39000,39800,▼200,－0.50%,39840,37980,40291,43410,340,135820
2002/09/03,39500,40000,39500,40000,0.0,0.00%,39680,37790,40334,43415,310,135820
2002/09/02,39000,40000,39000,40000,▲100,＋0.25%,39450,37613,40374,43419,370,135820
2002/08/30,39400,39900,39300,39900,▲400,＋1.01%,39070,37488,40426,43426,660,135820
2002/08/29,39000,39500,38100,39500,▲500,＋1.28%,38710,37353,40463,43444,1110,135820
2002/08/28,39000,39000,37650,39000,▲150,＋0.39%,38450,37285,40504,43469,290,135820
2002/08/27,39500,39500,38850,38850,▲750,＋1.97%,38250,37285,40558,43499,150,135820
2002/08/26,37600,38100,37500,38100,0.0,0.00%,38020,37308,40616,43507,310,135820
2002/08/23,38000,38350,38000,38100,▼100,－0.26%,37760,37350,40686,43528,860,135820
2002/08/22,37100,39100,37100,38200,▲200,＋0.53%,37830,37415,40751,43552,4180,135820
2002/08/21,37500,38000,37500,38000,▲300,＋0.80%,37690,37450,40818,43575,470,135820
2002/08/20,37200,37700,36800,37700,▲900,＋2.45%,37460,37570,40913,43588,480,135820
2002/08/19,38000,38600,36700,36800,▼1650,－4.29%,37220,37725,41003,43578,6380,135820
2002/08/16,37300,38450,36650,38450,▲950,＋2.53%,37030,37935,41122,43571,220,135820
2002/08/14,37500,38000,37500,37500,▲650,＋1.76%,36360,38063,41224,43559,380,135820
2002/08/13,35200,36850,35200,36850,▲350,＋0.96%,35940,38263,41343,43553,460,135820
2002/08/12,35200,36500,35150,36500,▲650,＋1.81%,35770,38520,41477,43551,570,135820
2002/08/09,35100,35850,35100,35850,▲750,＋2.14%,35760,38800,41617,43552,16800,135820
2002/08/08,35100,35150,35000,35100,▼300,－0.85%,36090,39143,41749,43552,2430,149180
