[일시]대한제분,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2009/05/18,132000,133500,125500,126500,▼7500,－5.60%,134800,124525,110677,110309,6421,200496
2009/05/15,136500,137000,132000,134000,▼2500,－1.83%,137100,123775,110252,110218,5051,201468
2009/05/14,139500,139500,132500,136500,▼2500,－1.80%,136500,122550,109735,110105,11032,201665
2009/05/13,138000,140000,134000,139000,▲1000,＋0.72%,134800,121450,109202,110030,6425,201865
2009/05/12,136500,140000,135000,138000,0.0,0.00%,132200,120400,108702,109993,9187,203684
2009/05/11,133000,140000,132000,138000,▲7000,＋5.34%,130500,119425,108193,109963,15949,206277
2009/05/08,128500,131000,127000,131000,▲3000,＋2.34%,129000,118450,107693,109905,4308,206982
2009/05/07,128000,132000,126500,128000,▲2000,＋1.59%,127200,117675,107393,109880,6747,206880
2009/05/06,128500,129000,125000,126000,▼3500,－2.70%,125400,117000,107177,109843,9345,207685
2009/05/04,132000,133500,126000,129500,▼1000,－0.77%,124500,116275,106985,109901,8997,210305
2009/04/30,123500,134500,123000,130500,▲8500,＋6.97%,122500,115350,106618,109880,15874,211508
2009/04/29,119500,122000,116500,122000,▲3000,＋2.52%,119200,114200,106185,109822,5107,212000
2009/04/28,124000,126000,117500,119000,▼2500,－2.06%,116600,113250,105910,109872,8501,212189
2009/04/27,125000,128500,120500,121500,▲2000,＋1.67%,114500,112425,105627,109922,12882,212451
2009/04/24,116500,125000,114500,119500,▲5500,＋4.82%,111900,111550,105318,109938,17626,212958
2009/04/23,109000,116000,109000,114000,▲5000,＋4.59%,110300,110850,105035,109859,15482,213303
2009/04/22,112000,112000,108500,109000,▲500,＋0.46%,109800,110475,104902,109707,10657,217167
2009/04/21,107000,111000,106500,108500,0.0,0.00%,109900,110300,104793,109493,3334,223384
2009/04/20,111000,112500,107500,108500,▼3000,－2.69%,111100,110225,104652,109405,3412,224357
2009/04/17,113500,115000,110000,111500,0.0,0.00%,113000,110125,104552,109288,5671,224528
2009/04/16,110500,117000,110500,111500,▲2000,＋1.83%,114400,109800,104360,109136,5193,225225
2009/04/15,113000,114500,106500,109500,▼5000,－4.37%,115800,109550,104202,109094,7189,226172
2009/04/14,118000,119500,113500,114500,▼3500,－2.97%,117000,109250,104093,109223,8268,227167
2009/04/13,119000,126000,117500,118000,▼500,－0.42%,117000,108625,103910,109482,10346,227688
2009/04/10,118500,121500,118000,118500,0.0,0.00%,115700,107645,103652,109815,4179,227813
