[일시]두산,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2012/05/09,139500,139500,134500,135000,▼5000,－3.57%,140200,140125,152167,150417,102965,3227393
2012/05/08,141000,141500,138500,140000,▼2000,－1.41%,141400,140275,152658,150542,65009,3226869
2012/05/07,142000,142000,139500,142000,▼1000,－0.70%,141000,140525,153117,150625,46591,3248930
2012/05/04,140500,143000,139500,143000,▲2000,＋1.42%,140000,140525,153500,150583,47710,3247106
2012/05/03,139500,141000,138500,141000,0.0,0.00%,138300,140550,153867,150504,48532,3250785
2012/05/02,139000,141000,138000,141000,▲3000,＋2.17%,137300,140850,154275,150529,48909,3245574
2012/04/30,139000,140000,137000,138000,▲1000,＋0.73%,136300,141350,154658,150588,82613,3234432
2012/04/27,134500,138500,134000,137000,▲2500,＋1.86%,136500,142000,155050,150675,57824,3211093
2012/04/26,136500,138000,133500,134500,▼1500,－1.10%,137400,142600,155333,150767,44529,3202060
2012/04/25,138000,139000,135000,136000,0.0,0.00%,139200,143375,155642,150871,75798,3189677
2012/04/24,137000,139500,135500,136000,▼3000,－2.16%,141000,144125,155875,150938,66485,3183486
2012/04/23,140500,141000,137000,139000,▼2500,－1.77%,142500,144650,156117,150983,66284,3174796
2012/04/20,141500,142500,138000,141500,▼2000,－1.39%,143300,145100,156333,151013,73318,3179189
2012/04/19,143500,144000,141500,143500,▼1500,－1.03%,143600,145375,156500,151042,34842,3181671
2012/04/18,144500,145500,143500,145000,▲1500,＋1.05%,143300,145800,156608,151088,37373,3188315
2012/04/17,143000,144500,142000,143500,▲500,＋0.35%,142000,146225,156692,151113,38780,3195751
2012/04/16,142000,143000,139500,143000,0.0,0.00%,140900,146975,156783,151142,35951,3187918
2012/04/13,143000,146000,142500,143000,▲1000,＋0.70%,141300,147650,156850,151167,54046,3193963
2012/04/12,138500,142000,137500,142000,▲3500,＋2.53%,141100,148350,156875,151083,69637,3194744
2012/04/10,138000,142000,137000,138500,▲500,＋0.36%,141400,148950,156967,150958,66736,3167064
2012/04/09,143000,143500,137000,138000,▼7000,－4.83%,143100,149825,157092,150904,119812,3167890
2012/04/06,142000,145000,141500,145000,▲3000,＋2.11%,145700,151025,157192,150833,45820,3174017
2012/04/05,142000,145500,141500,142000,▼1500,－1.05%,146900,152125,157150,150696,75638,3159179
2012/04/04,146500,147000,141000,143500,▼3500,－2.38%,148300,153375,157175,150583,104829,3157453
2012/04/03,151000,152500,146000,147000,▼4000,－2.65%,149600,154500,157142,150442,114649,3143429
2012/04/02,150500,152000,148500,151000,0.0,0.00%,150400,155550,157108,150292,58587,3148402
2012/03/30,150000,152500,148000,151000,▲2000,＋1.34%,149500,156500,156983,150129,64273,3160351
2012/03/29,151500,151500,148000,149000,▼1000,－0.67%,148900,157525,156883,149975,49513,3176650
2012/03/28,150500,152000,147500,150000,▼1000,－0.66%,148500,158650,156792,149850,67001,3161820
2012/03/27,148000,153000,148000,151000,▲4500,＋3.07%,148900,159550,156675,149708,111425,3168221
2012/03/26,148500,149000,146000,146500,▼1500,－1.01%,149400,160375,156525,149533,57238,3145352
2012/03/23,145500,149500,145000,148000,▲1000,＋0.68%,151800,161450,156467,149421,88055,3134651
2012/03/22,151000,153500,145000,147000,▼5000,－3.29%,153500,162300,156417,149321,173068,3138239
2012/03/21,152000,154000,151000,152000,▼1500,－0.98%,155500,163300,156408,149254,75912,3115696
2012/03/20,157500,158000,149000,153500,▼5000,－3.15%,155900,164125,156308,149129,301483,3110737
2012/03/19,157000,159500,156500,158500,▲2000,＋1.28%,156400,164675,156167,148983,58586,3113469
2012/03/16,157000,159000,156000,156500,▼500,－0.32%,157100,164875,155908,148754,64461,3119400
2012/03/15,155500,158500,155000,157000,▲3000,＋1.95%,159200,165200,155700,148575,86419,3115228
2012/03/14,157500,159500,154000,154000,▼2000,－1.28%,161200,165700,155550,148425,180981,3097302
2012/03/13,163000,163500,155500,156000,▼6000,－3.70%,163600,166250,155450,148300,274634,3092623
2012/03/12,167500,167500,160000,162000,▼5000,－2.99%,166000,166550,155350,148129,127069,3111857
2012/03/09,172500,175500,166500,167000,0.0,0.00%,167600,166675,155158,147896,368137,3079316
2012/03/08,167500,172000,164000,167000,▲1000,＋0.60%,168500,166700,154858,147613,202086,2986791
2012/03/07,165000,167000,162000,166000,▼2000,－1.19%,169400,166600,154508,147283,129766,2996580
2012/03/06,167000,170500,166000,168000,▼2000,－1.18%,169800,166550,154225,146938,60986,3020417
2012/03/05,170000,171000,165000,170000,▼1500,－0.87%,169700,166425,153983,146663,79686,3031412
2012/03/02,173000,175000,171000,171500,0.0,0.00%,169300,166125,153700,146404,48701,3027904
2012/02/29,168500,174000,168500,171500,▲3500,＋2.08%,168000,165625,153383,146133,135312,3034714
2012/02/28,167000,168500,165500,168000,▲500,＋0.30%,167100,164750,153050,145833,37309,3034373
2012/02/27,168500,169000,166500,167500,▼500,－0.30%,167200,164000,152675,145546,34999,3028227
2012/02/24,164000,168500,162500,168000,▲3000,＋1.82%,166600,163125,152217,145296,69332,3025378
2012/02/23,165000,167000,161000,165000,▼2000,－1.20%,165500,162250,151783,145042,123668,3025837
2012/02/22,169500,169500,162500,167000,▼1500,－0.89%,165100,161600,151333,144792,71364,3049845
2012/02/21,164500,169500,163500,168500,▲4000,＋2.43%,165100,160825,150842,144521,58211,3072454
2012/02/20,163500,166000,162500,164500,▲2000,＋1.23%,164400,159900,150408,144217,60340,3074835
2012/02/17,163500,165000,157500,162500,▼500,－0.31%,163900,159175,149992,143904,154842,3062326
2012/02/16,166500,168000,162000,163000,▼4000,－2.40%,164300,158500,149700,143567,54410,3109727
2012/02/15,166000,167500,163500,167000,▲2000,＋1.21%,165200,157700,149433,143221,71687,3131228
2012/02/14,161500,168500,161000,165000,▲3000,＋1.85%,164800,156575,149125,142867,118705,3123493
2012/02/13,165000,167000,162000,162000,▼2500,－1.52%,164800,155700,148900,142513,51637,3117804
2012/02/10,167500,173500,164000,164500,▼3000,－1.79%,165500,154900,148667,142183,87143,3102979
2012/02/09,168000,168000,162500,167500,▲2500,＋1.52%,165400,153875,148425,141921,68321,3095903
2012/02/08,164500,167000,162000,165000,0.0,0.00%,164200,152625,148133,141646,47485,3107910
2012/02/07,164000,167000,163000,165000,▼500,－0.30%,162000,151550,147667,141367,70598,3094236
2012/02/06,165500,168500,163000,165500,▲1500,＋0.91%,159600,150375,147142,141038,66276,3056928
2012/02/03,162500,164000,160000,164000,▲2500,＋1.55%,156500,149350,146783,140713,49985,3041794
2012/02/02,157000,165500,155000,161500,▲7500,＋4.87%,153800,148325,146517,140404,228484,3044924
2012/02/01,151500,156000,151000,154000,▲1000,＋0.65%,151900,147500,146300,140092,76211,3031414
2012/01/31,151000,153000,149000,153000,▲3000,＋2.00%,151400,146975,146200,139883,68023,3002034
2012/01/30,150000,150500,147500,150000,▼500,－0.33%,150800,146475,146100,139717,49530,2967159
2012/01/27,152000,156000,150000,150500,▼1500,－0.99%,150800,146075,146000,139625,96503,2947088
2012/01/26,151000,152000,149000,152000,▲500,＋0.33%,150500,145700,145850,139538,44405,2949991
2012/01/25,150000,153000,148500,151500,▲1500,＋1.00%,149500,145350,145692,139479,86744,2946148
2012/01/20,149000,151000,147500,150000,0.0,0.00%,148100,145100,145583,139458,81484,2912133
2012/01/19,149500,151000,147500,150000,▲1000,＋0.67%,147600,144900,145567,139442,67561,2890034
2012/01/18,146000,149000,145500,149000,▲2000,＋1.36%,146800,144650,145533,139425,30774,2878213
2012/01/17,146000,148500,145000,147000,▲2500,＋1.73%,145800,144350,145500,139413,92762,2880899
2012/01/16,145500,146500,142000,144500,▼3000,－2.03%,144900,144200,145483,139417,69465,2864651
2012/01/13,146000,149000,146000,147500,▲1500,＋1.03%,144700,144375,145292,139375,41961,2864905
2012/01/12,146000,147000,143500,146000,▲2000,＋1.39%,143500,144400,144950,139283,40602,2865305
2012/01/11,143500,146500,142500,144000,▲1500,＋1.05%,143300,144600,144717,139208,72374,2861602
2012/01/10,144000,146500,142500,142500,▼1000,－0.70%,143200,144925,144475,139175,77102,2863868
2012/01/09,142500,143500,139000,143500,▲2000,＋1.41%,143700,145250,144242,139138,68715,2858036
2012/01/06,144000,145000,140000,141500,▼3500,－2.41%,143700,145375,143992,139133,42553,2834845
2012/01/05,142500,146000,142500,145000,▲1500,＋1.05%,144000,145750,143742,139142,34765,2829764
2012/01/04,146000,147500,143500,143500,▼1500,－1.03%,143400,146175,143475,139083,55192,2824084
2012/01/03,144500,147000,144000,145000,▲1500,＋1.05%,143300,146650,143275,139025,42315,2810328
2012/01/02,141500,144500,141000,143500,▲500,＋0.35%,143300,147025,143067,138942,22403,2798582
2011/12/29,142500,144500,139500,143000,▲1000,＋0.70%,143900,147425,142908,138904,64287,2798962
2011/12/28,141500,143500,138000,142000,▼1000,－0.70%,144500,147550,142742,138871,59583,2790505
2011/12/27,144000,145000,141500,143000,▼2000,－1.38%,145100,147450,142542,138817,44314,2781093
2011/12/26,149000,149000,143000,145000,▼1500,－1.02%,145100,147400,142375,138758,32186,2779260
2011/12/23,146500,149000,145500,146500,▲500,＋0.34%,144900,147050,142225,138671,35355,2776740
2011/12/22,145000,147500,145000,146000,▲1000,＋0.69%,145200,146600,142100,138550,26704,2771928
2011/12/21,146000,147000,143500,145000,▲2000,＋1.40%,145600,146425,141950,138396,59780,2769459
2011/12/20,143000,145000,141500,143000,▼1000,－0.69%,146600,146150,141800,138229,42475,2758506
2011/12/19,146000,146500,140000,144000,▼4000,－2.70%,148100,146250,141600,138067,73847,2770143
2011/12/16,149000,150000,147000,148000,0.0,0.00%,149100,146400,141450,137879,39903,2776257
2011/12/15,147000,151500,144000,148000,▼2000,－1.33%,148700,146425,141300,137663,72567,2771787
2011/12/14,152000,152000,148500,150000,▼500,－0.33%,148900,146600,141150,137438,32038,2772743
2011/12/13,147000,153500,145500,150500,▲1500,＋1.01%,149600,146500,140908,137188,85287,2781040
2011/12/12,148000,150000,144500,149000,▲3000,＋2.05%,150100,146475,140633,136904,80690,2776038
2011/12/09,147000,148000,144000,146000,▼3000,－2.01%,150800,146525,140367,136650,68688,2782661
2011/12/08,154500,154500,147500,149000,▼4500,－2.93%,151900,146075,140058,136396,129652,2796367
2011/12/07,153000,155000,151000,153500,▲500,＋0.33%,151200,145300,139650,136096,59521,2789745
2011/12/06,152000,153500,150500,153000,▲500,＋0.33%,148500,144825,139342,135700,119577,2780808
2011/12/05,152000,153000,149000,152500,▲1000,＋0.66%,146300,144575,139108,135333,75429,2766917
2011/12/02,146500,152000,145500,151500,▲6000,＋4.12%,143400,144375,138883,134942,141731,2767065
2011/12/01,148500,150000,145500,145500,▲5500,＋3.93%,140600,144200,138617,134546,184387,2759835
2011/11/30,141000,142500,137500,140000,▼2000,－1.41%,140000,144275,138417,134271,104977,2763634
2011/11/29,141500,143500,140000,142000,▲4000,＋2.90%,139900,144475,138375,134096,75848,2772068
2011/11/28,138000,140500,136500,138000,▲500,＋0.36%,140500,144450,138300,133946,72733,2740300
2011/11/25,141000,142500,137000,137500,▼5000,－3.51%,142300,144675,138250,133833,54099,2749654
2011/11/24,135000,143000,135000,142500,▲3000,＋2.15%,144500,145050,138200,133738,37452,2769547
2011/11/23,143000,144500,139000,139500,▼5500,－3.79%,146300,145375,138025,133588,71238,2757144
2011/11/22,143500,148500,143500,145000,▼2000,－1.36%,148000,145800,137817,133467,67624,2782785
2011/11/21,148500,148500,143000,147000,▼1500,－1.01%,149000,145900,137433,133275,87372,2786273
2011/11/18,147500,148500,145000,148500,▼3000,－1.98%,149600,145850,137008,133088,75082,2797096
2011/11/17,149000,152500,145500,151500,▲3500,＋2.36%,147300,145075,136608,132913,67970,2812665
2011/11/16,152000,153500,147500,148000,▼2000,－1.33%,143700,143850,136125,132729,65092,2829009
2011/11/15,149500,154500,147500,150000,0.0,0.00%,142900,143050,135700,132558,142588,2824229
2011/11/14,137500,153500,137500,150000,▲13000,＋9.49%,142500,142025,135417,132404,199927,2856565
2011/11/11,136000,138500,133500,137000,▲3500,＋2.62%,142200,140950,135158,132279,70716,2866235
2011/11/10,140000,142000,132000,133500,▼10500,－7.29%,144400,140525,135067,132283,192312,2872843
2011/11/09,148000,150000,141000,144000,▼4000,－2.70%,147100,140175,134933,132308,94100,2872098
2011/11/08,148500,150000,146000,148000,▼500,－0.34%,147100,139425,134642,132292,51798,2886141
2011/11/07,148500,151500,147500,148500,▲500,＋0.34%,145800,138600,134292,132254,90433,2900213
2011/11/04,149500,151000,147000,148000,▲1000,＋0.68%,144600,137800,133883,132204,165110,2904341
2011/11/03,144000,149000,142000,147000,▲3000,＋2.08%,144000,137100,133567,132171,172303,2985226
2011/11/02,136000,145500,134000,144000,▲2500,＋1.77%,144400,136400,133333,132150,227773,3032134
2011/11/01,142500,145500,141000,141500,▼1000,－0.70%,145200,135700,133250,132167,65305,3120761
2011/10/31,144500,148500,142500,142500,▼2500,－1.72%,146300,135275,133225,132188,88384,3127590
2011/10/28,152000,152000,144000,145000,▼4000,－2.68%,147000,134950,133267,132217,184897,3123075
2011/10/27,148500,151000,144500,149000,▲1000,＋0.68%,144600,134650,133333,132225,209605,3139790
2011/10/26,147000,149000,145000,148000,▲1000,＋0.68%,140200,134050,133317,132158,95636,3124604
2011/10/25,144500,150000,143500,147000,▲1000,＋0.68%,137000,133450,133317,132092,206473,3125233
2011/10/24,135000,146000,134500,146000,▲13000,＋9.77%,133500,132650,133325,131963,436010,3131737
2011/10/21,129000,133000,128500,133000,▲6000,＋4.72%,130000,132100,133350,131846,89206,3098457
2011/10/20,132000,134000,126500,127000,▼5000,－3.79%,129100,132400,133458,131838,145258,3086872
2011/10/19,130000,132000,128000,132000,▲2500,＋1.93%,129000,133000,133617,131888,134956,3080930
2011/10/18,125000,129500,124500,129500,▲1000,＋0.78%,128400,133175,133700,131908,122923,3080834
2011/10/17,130000,130000,126500,128500,0.0,0.00%,128800,133400,133875,131929,135846,3064713
2011/10/14,127000,130500,124000,128500,▲2000,＋1.58%,129600,133625,134033,131942,185635,3046947
2011/10/13,131500,132000,124000,126500,▼2500,－1.94%,130700,133575,134275,131996,360700,3021678
2011/10/12,131500,131500,126000,129000,▼2500,－1.90%,132000,133475,134542,132058,172625,3015366
2011/10/11,136500,138500,130500,131500,▼1000,－0.75%,132200,133775,134692,132117,128731,3017043
2011/10/10,136500,136500,132000,132500,▼1500,－1.12%,132500,134150,134775,132192,50593,3007566
2011/10/07,133500,136000,131500,134000,▲1000,＋0.75%,133200,134475,134817,132246,109489,3001844
2011/10/06,132000,135000,129500,133000,▲3000,＋2.31%,134200,134550,134900,132292,131104,3005493
2011/10/05,133000,134500,128500,130000,▼3000,－2.26%,135000,134575,135000,132350,71519,3001662
2011/10/04,129000,133000,127500,133000,▼3000,－2.21%,136200,134950,135092,132467,150613,3004154
2011/09/30,136500,137500,133000,136000,▼3000,－2.16%,135800,135175,135142,132558,105525,3020267
2011/09/29,135000,139000,133000,139000,▲2000,＋1.46%,135600,135125,135117,132621,82725,3008531
2011/09/28,134500,139000,134500,137000,▲1000,＋0.74%,135600,134900,135000,132679,73233,3009983
2011/09/27,135000,136500,132000,136000,▲5000,＋3.82%,136000,134650,134842,132750,89908,3001143
2011/09/26,135500,137000,126000,131000,▼4000,－2.96%,135900,134200,134658,132821,86564,2995896
2011/09/23,136500,138500,134000,135000,▼4000,－2.88%,136500,133750,134533,132929,90906,3014461
2011/09/22,138000,141000,133000,139000,0.0,0.00%,136100,133075,134308,132996,88952,3024616
2011/09/21,135500,141000,134500,139000,▲3500,＋2.58%,133800,132350,134025,132992,108490,3042266
2011/09/20,134000,136000,130500,135500,▲1500,＋1.12%,130900,131525,133725,132958,62180,3055514
2011/09/19,132000,135000,131000,134000,▲1000,＋0.75%,130800,130875,133467,132950,39818,3057875
2011/09/16,131500,136000,131000,133000,▲5500,＋4.31%,131800,130825,133175,132979,79459,3062838
2011/09/15,129000,131000,124500,127500,▲3000,＋2.41%,133000,130900,132933,133017,100855,3066488
2011/09/14,135000,135000,123000,124500,▼10500,－7.78%,134600,131100,132733,133088,170905,3092357
2011/09/09,137000,137500,133500,135000,▼4000,－2.88%,136400,131150,132542,133175,92272,3170793
2011/09/08,142000,142500,137500,139000,0.0,0.00%,136900,130725,132058,133175,108643,3198843
2011/09/07,139500,141000,136500,139000,▲3500,＋2.58%,136600,130125,131558,133108,119076,3216343
2011/09/06,131000,139000,129500,135500,▲2000,＋1.50%,135800,129375,131000,133017,87945,3250177
2011/09/05,136500,139000,133000,133500,▼4000,－2.91%,135600,129050,130475,132925,71973,3251757
2011/09/02,137500,140000,135500,137500,0.0,0.00%,135300,129025,130125,132829,75619,3268157
2011/09/01,137500,143000,135500,137500,▲2500,＋1.85%,133200,129100,129817,132713,141779,3266138
2011/08/31,134000,137000,134000,135000,▲500,＋0.37%,130100,129225,129592,132658,63290,3260805
2011/08/30,134000,136500,132000,134500,▲2500,＋1.89%,127400,129725,129417,132650,78517,3261558
2011/08/29,129500,135000,126500,132000,▲5000,＋3.94%,125400,130450,129275,132621,147899,3250923
