[일시]농심,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2014/10/14,279000,279000,266500,271500,▼5500,－1.99%,274800,268850,261825,280504,27350,1487244
2014/10/13,278000,283500,273500,277000,▼2500,－0.89%,275600,268225,262000,280708,22035,1488335
2014/10/10,276500,281000,274000,279500,▲6000,＋2.19%,274500,267275,262150,280850,28583,1490605
2014/10/08,272000,277000,269000,273500,▲1000,＋0.37%,272900,266200,262192,280979,35197,1491667
2014/10/07,275500,276000,268500,272500,▼3000,－1.09%,272600,265050,262442,281129,17520,1508677
2014/10/06,271500,276500,268500,275500,▲4000,＋1.47%,272900,263975,262592,281300,19360,1510660
2014/10/02,268000,272000,265000,271500,0.0,0.00%,272100,262700,262700,281471,36114,1521282
2014/10/01,271000,273000,266000,271500,▼500,－0.18%,272000,261650,262842,281667,15204,1539115
2014/09/30,272000,275000,270000,272000,▼2000,－0.73%,271100,260675,263167,281854,24258,1539520
2014/09/29,271000,277500,270500,274000,▲2500,＋0.92%,270400,259700,263467,282088,18081,1542914
2014/09/26,269500,274000,268500,271500,▲500,＋0.18%,268400,258675,263783,282275,18641,1545171
2014/09/25,267500,271500,267000,271000,▲4000,＋1.50%,266700,257550,264017,282500,14646,1548742
2014/09/24,268500,271500,264000,267000,▼1500,－0.56%,264400,256525,264242,282817,30699,1549962
2014/09/23,265000,270000,264000,268500,▲4500,＋1.70%,262700,255525,264567,283167,21224,1562257
2014/09/22,263000,265000,262000,264000,▲1000,＋0.38%,260700,254525,264850,283475,26563,1563916
2014/09/19,261000,264500,261000,263000,▲3500,＋1.35%,259300,254025,265217,283908,23939,1578867
2014/09/18,258000,262500,258000,259500,▲1000,＋0.39%,258500,253675,265642,284288,26562,1582841
2014/09/17,259500,260500,257000,258500,0.0,0.00%,258200,253500,266267,284667,16606,1582344
2014/09/16,256000,260000,255500,258500,▲1500,＋0.58%,258100,254150,266975,285071,21108,1589381
2014/09/15,260000,260000,256000,257000,▼2000,－0.77%,256500,254450,267592,285442,19658,1593051
2014/09/12,258000,259500,253500,259000,▲1000,＋0.39%,255300,254775,268258,285900,23157,1600996
2014/09/11,256000,260500,256000,258000,0.0,0.00%,253500,254950,268892,286296,20147,1613609
2014/09/05,249500,258000,249500,258000,▲7500,＋2.99%,252000,254950,269683,286763,22767,1622382
2014/09/04,252000,252000,249000,250500,▼500,－0.20%,250800,254750,270517,287200,10737,1620596
2014/09/03,248500,253000,248000,251000,▲1000,＋0.40%,251200,255175,271433,287696,18988,1626367
2014/09/02,249500,251000,248500,250000,▼500,－0.20%,251700,255725,272350,288154,16791,1633141
2014/09/01,251000,252500,248500,250500,▼1500,－0.60%,251500,256475,273283,288604,10105,1631580
2014/08/29,252000,252500,249000,252000,▼500,－0.20%,251500,257075,274233,288975,12998,1633545
2014/08/28,252500,255000,250000,252500,▼1000,－0.39%,250500,257525,275192,289338,14061,1636764
2014/08/27,249000,255000,249000,253500,▲4500,＋1.81%,249700,257825,276133,289696,15368,1640934
2014/08/26,251500,253500,249000,249000,▼1500,－0.60%,249800,258075,277083,290100,12134,1645779
2014/08/25,246000,254000,246000,250500,▲3500,＋1.42%,251200,258550,278033,290508,21191,1648264
2014/08/22,249000,250000,246500,247000,▼1500,－0.60%,252300,258875,278983,290913,21086,1647749
2014/08/21,254500,254500,248000,248500,▼5500,－2.17%,257200,259450,280008,291292,21367,1647808
2014/08/20,256000,257500,254000,254000,▼2000,－0.78%,260400,260125,281033,291708,35556,1653873
2014/08/19,255500,259000,255500,256000,0.0,0.00%,262300,260425,282042,292079,20385,1651251
2014/08/18,270000,270000,256000,256000,▼15500,－5.71%,263600,260625,282950,292354,51064,1651857
2014/08/14,265000,271500,263000,271500,▲7000,＋2.65%,264000,260950,283783,292650,21589,1665015
2014/08/13,264500,266000,261500,264500,▲1000,＋0.38%,260500,260775,284400,292808,21278,1667481
2014/08/12,262500,264500,260500,263500,▲1000,＋0.38%,259400,261100,285133,293004,11209,1667009
2014/08/11,258500,264000,258000,262500,▲4500,＋1.74%,259100,261850,285817,293279,15549,1663253
2014/08/08,255500,260000,255000,258000,▲4000,＋1.57%,259600,262825,286542,293542,22005,1664709
2014/08/07,259000,259500,253500,254000,▼5000,－1.93%,260500,264225,287350,293846,25058,1663025
2014/08/06,261500,262500,259000,259000,▼3000,－1.15%,261900,265625,288200,294183,17044,1659834
2014/08/05,265000,265500,261500,262000,▼3000,－1.13%,261800,267100,288933,294483,29485,1662866
2014/08/04,263500,266500,262500,265000,▲2500,＋0.95%,261100,268075,289750,294783,19453,1664499
2014/08/01,260000,263500,260000,262500,▲1500,＋0.57%,259800,268925,290225,294971,21618,1667898
2014/07/31,259500,263000,259000,261000,▲2500,＋0.97%,258700,269800,290775,295204,22917,1669377
2014/07/30,260500,260500,257000,258500,0.0,0.00%,258200,271300,291425,295350,11165,1673347
2014/07/29,259500,261000,257500,258500,0.0,0.00%,258900,272875,292242,295425,17984,1673222
2014/07/28,258000,260500,257000,258500,▲1500,＋0.58%,259200,274600,293025,295529,17542,1674594
2014/07/25,260000,260000,255000,257000,▼1500,－0.58%,259500,275950,293692,295613,33295,1674804
2014/07/24,262000,263000,257500,258500,▼3500,－1.34%,260600,277325,294450,295750,30960,1679731
2014/07/23,260500,264000,258000,262000,▲2000,＋0.77%,262500,278725,295125,295850,43072,1686888
2014/07/22,260000,262000,256000,260000,0.0,0.00%,264300,279900,295850,295908,39458,1687906
2014/07/21,262500,263000,260000,260000,▼2500,－0.95%,268000,281200,296633,295996,31041,1684654
2014/07/18,267500,267500,262000,262500,▼5500,－2.05%,272400,282625,297317,296067,26482,1687411
2014/07/17,271000,273500,263000,268000,▼3000,－1.11%,277100,284350,297900,296117,36233,1688971
2014/07/16,278500,278500,269500,271000,▼7500,－2.69%,279900,286000,298425,296150,26687,1691124
2014/07/15,283500,285500,278000,278500,▼3500,－1.24%,283400,287225,298892,296129,18965,1698415
2014/07/14,288000,288000,281500,282000,▼4000,－1.40%,284000,288150,299183,296083,19542,1701396
2014/07/11,283000,286500,281000,286000,▲4000,＋1.42%,284000,288900,299417,295979,15657,1707188
2014/07/10,289500,289500,281500,282000,▼6500,－2.25%,282800,289875,299550,295829,21506,1703792
2014/07/09,280000,290000,280000,288500,▲7000,＋2.49%,284600,291175,299767,295688,31447,1703116
2014/07/08,282500,286000,277000,281500,▼500,－0.18%,284900,292025,299817,295508,24532,1699644
2014/07/07,283000,287000,281000,282000,▲2000,＋0.71%,287200,293250,300008,295350,21242,1698015
2014/07/04,293000,293000,279500,280000,▼11000,－3.78%,287900,294450,300242,295204,28711,1696557
2014/07/03,293000,295000,286000,291000,▲1000,＋0.34%,288800,295825,300492,295075,22399,1693639
2014/07/02,293000,295000,289500,290000,▼3000,－1.02%,287900,296750,300542,294825,10909,1686415
2014/07/01,285000,293000,285000,293000,▲7500,＋2.63%,287000,297700,300708,294596,8993,1686296
2014/06/30,287000,289000,284000,285500,▲1000,＋0.35%,285600,298575,300767,294313,8595,1684916
2014/06/27,286500,286500,283500,284500,▼2000,－0.70%,286200,299600,300983,294025,7411,1683177
2014/06/26,285000,291000,285000,286500,▲1000,＋0.35%,288700,300750,301392,293746,11113,1681513
2014/06/25,287500,289000,282000,285500,▼500,－0.17%,291600,301850,301767,293438,13210,1681505
2014/06/24,288000,289000,282000,286000,▼2500,－0.87%,293600,303075,302100,293100,17485,1685497
2014/06/23,295000,297000,284000,288500,▼8500,－2.86%,295800,304500,302600,292725,21469,1686356
2014/06/20,300000,301000,295500,297000,▼4000,－1.33%,297500,305600,302933,292304,10296,1693944
2014/06/19,298500,303000,296000,301000,▲5500,＋1.86%,299200,306050,303067,291817,9190,1691631
2014/06/18,295000,299000,294000,295500,▼1500,－0.51%,300600,306425,303167,291300,9578,1688871
2014/06/17,297000,299500,294000,297000,0.0,0.00%,302600,307075,303292,290846,10548,1684445
2014/06/16,302500,304500,297000,297000,▼8500,－2.78%,304400,307450,303542,290363,14950,1682072
2014/06/13,306000,307000,301500,305500,▼2500,－0.81%,306200,307900,303700,289896,12075,1679917
2014/06/12,304500,308000,304500,308000,▲2500,＋0.82%,306600,307950,303842,289350,9873,1680037
2014/06/11,306000,310500,305000,305500,▼500,－0.16%,306900,307800,303883,288775,9827,1677889
2014/06/10,308000,308500,305000,306000,0.0,0.00%,307600,307675,303958,288238,3544,1674025
2014/06/09,304500,309000,304500,306000,▼1500,－0.49%,308500,307925,303958,287713,6596,1672157
2014/06/05,306500,311000,305000,307500,▼2000,－0.65%,308500,307300,303925,287154,10386,1671628
2014/06/03,306500,309500,306000,309500,▲500,＋0.16%,308500,306700,303717,286588,9298,1670873
2014/06/02,310500,311000,306500,309000,▼1500,－0.48%,308300,306225,303483,286008,5277,1666956
2014/05/30,306000,310500,301500,310500,▲4500,＋1.47%,308500,306150,303258,285471,12139,1666223
2014/05/29,308000,309000,304500,306000,▼1500,－0.49%,309300,305900,303117,284942,4953,1660028
2014/05/28,306000,308500,304000,307500,▼1000,－0.32%,310200,305525,302983,284458,9215,1658011
2014/05/27,310500,314000,308500,308500,▼1500,－0.48%,309900,305275,302842,283963,5608,1658589
2014/05/26,315000,315000,310000,310000,▼4500,－1.43%,309900,304800,302575,283442,6349,1659281
2014/05/23,311000,314500,306500,314500,▲4000,＋1.29%,309600,304575,302383,282867,13709,1659603
2014/05/22,308500,312000,306500,310500,▲4500,＋1.47%,307600,304200,302117,282233,16029,1656221
2014/05/21,305500,308500,305500,306000,▼2500,－0.81%,306700,303725,301758,281654,7870,1649146
2014/05/20,306000,308500,303000,308500,0.0,0.00%,306800,303300,301517,281113,11241,1649209
2014/05/19,304500,309500,304500,308500,▲4000,＋1.31%,306100,302850,301217,280550,13213,1647105
2014/05/16,308500,309000,303000,304500,▼1500,－0.49%,305000,302375,300875,280013,7004,1644803
2014/05/15,307500,310000,302500,306000,▼500,－0.16%,306300,301950,300742,279525,9813,1642936
2014/05/14,304000,308500,303500,306500,▲1500,＋0.49%,303800,301450,300542,279017,10314,1641026
2014/05/13,302500,309000,301000,305000,▲2000,＋0.66%,301600,300825,300342,278488,9773,1638952
2014/05/12,308000,309000,300000,303000,▼8000,－2.57%,300600,300325,300167,278025,16974,1636359
2014/05/09,293500,312000,293500,311000,▲17500,＋5.96%,301500,299750,300033,277583,23368,1638789
2014/05/08,295000,298000,291000,293500,▼2000,－0.68%,300400,298850,299817,277058,16993,1628323
2014/05/07,300000,301500,295500,295500,▼4500,－1.50%,301400,298975,299717,276696,8167,1625988
2014/05/02,307500,307500,300000,300000,▼7500,－2.44%,302800,298950,299633,276363,12306,1626549
2014/04/30,305500,309000,302500,307500,▲2000,＋0.65%,302600,298650,299275,276017,11833,1626200
2014/04/29,298500,306500,298500,305500,▲7000,＋2.35%,302200,298275,298608,275654,6603,1618933
2014/04/28,302500,302500,298500,298500,▼4000,－1.32%,302500,297825,298033,275300,3731,1615670
2014/04/25,297000,303000,296000,302500,▲3500,＋1.17%,303000,297825,297533,275004,10896,1613484
2014/04/24,304000,305000,296500,299000,▼6500,－2.13%,302000,298150,297050,274671,15548,1611837
2014/04/23,307000,310000,305000,305500,▼1500,－0.49%,302100,298650,296575,274321,10031,1606659
2014/04/22,301000,310000,299000,307000,▲6000,＋1.99%,300800,298650,295967,273917,21382,1607700
2014/04/21,300000,301500,297500,301000,▲3500,＋1.18%,298600,299100,295358,273492,7696,1607353
2014/04/18,301000,302000,297500,297500,▼2000,－0.67%,297600,299475,294817,273117,7453,1606825
2014/04/17,298000,301000,296500,299500,▲500,＋0.17%,296900,299850,294333,272763,17135,1605789
2014/04/16,294500,300500,294000,299000,▲3000,＋1.01%,296000,300225,293875,272396,19607,1606589
2014/04/15,296000,299500,293000,296000,0.0,0.00%,294500,300425,293367,272033,10860,1605478
2014/04/14,293000,298000,292500,296000,▲2000,＋0.68%,293900,301225,292983,271671,7819,1603810
2014/04/11,292000,297000,290000,294000,▼1000,－0.34%,293900,301750,292542,271271,10896,1603273
2014/04/10,293500,301000,292000,295000,▲3500,＋1.20%,294100,302750,292108,270867,24181,1603274
2014/04/09,293000,294500,287000,291500,▼1500,－0.51%,293900,303525,291608,270404,18591,1601720
2014/04/08,294000,296500,291000,293000,▼3000,－1.01%,295600,304450,291200,269958,7160,1597922
2014/04/07,294000,296500,294000,296000,▲1000,＋0.34%,296300,305100,290692,269525,13075,1598601
2014/04/04,294500,297000,293500,295000,▲1000,＋0.34%,296800,305500,290167,269092,16799,1592211
2014/04/03,297000,300000,293000,294000,▼6000,－2.00%,299600,305500,289658,268700,28116,1588855
2014/04/02,296000,300000,294000,300000,▲3500,＋1.18%,302600,305575,289108,268317,25925,1581353
2014/04/01,298500,298500,292500,296500,▼2000,－0.67%,303700,305350,288483,267892,24227,1574453
2014/03/31,306000,308000,294000,298500,▼10500,－3.40%,307600,305625,287858,267508,35353,1575330
2014/03/28,310000,312500,304500,309000,0.0,0.00%,309600,305600,287067,267092,12482,1570937
2014/03/27,307500,309000,299000,309000,▲3500,＋1.15%,308800,305100,286100,266592,15561,1569079
2014/03/26,318000,318000,305500,305500,▼10500,－3.32%,308400,304275,285108,266100,24537,1566015
2014/03/25,310000,316000,306000,316000,▲7500,＋2.43%,307900,303925,284100,265692,19051,1562270
2014/03/24,303000,308500,302500,308500,▲3500,＋1.15%,307100,303050,282850,265208,11307,1560224
2014/03/21,306000,307500,298000,305000,▼2000,－0.65%,306700,302075,281675,264817,19198,1558030
2014/03/20,303000,308000,301000,307000,▲4000,＋1.32%,308500,301400,280567,264433,18442,1562074
2014/03/19,312000,312000,300000,303000,▼9000,－2.88%,309200,300575,279433,264054,25185,1560248
2014/03/18,310000,312500,307000,312000,▲5500,＋1.79%,310600,299825,278400,263654,23407,1563142
2014/03/17,314000,314000,305500,306500,▼7500,－2.39%,309400,299050,277183,263150,29481,1553440
2014/03/14,310000,314500,308500,314000,▲3500,＋1.13%,308900,298425,276092,262721,41501,1542084
2014/03/13,317000,317000,308000,310500,▲500,＋0.16%,305100,297450,274858,262250,27849,1540240
2014/03/12,310000,313500,306000,310000,▲4000,＋1.31%,302100,296650,273667,261817,30831,1545610
2014/03/11,307000,318000,302000,306000,▲2000,＋0.66%,299200,295900,272517,261354,49791,1539416
2014/03/10,305000,310000,301000,304000,▲9000,＋3.05%,298400,295500,271467,260925,65081,1529367
2014/03/07,297500,297500,293500,295000,▼500,－0.17%,297200,294675,270383,260513,6824,1524103
2014/03/06,298000,298000,294500,295500,0.0,0.00%,298000,294450,269458,260146,12012,1522726
2014/03/05,300500,303500,295500,295500,▼6500,－2.15%,297400,293600,268533,259767,23419,1515759
2014/03/04,295000,302000,295000,302000,▲4000,＋1.34%,298000,292200,267683,259404,15477,1515292
2014/03/03,295500,299500,294000,298000,▼1000,－0.33%,297300,290650,266767,258983,16908,1511554
2014/02/28,292500,299000,290000,299000,▲6500,＋2.22%,295500,289175,265933,258504,27825,1508109
2014/02/27,296000,297500,290000,292500,▼6000,－2.01%,294000,287900,265083,258004,18492,1493948
2014/02/26,298500,299500,295500,298500,0.0,0.00%,293600,286800,264308,257558,17942,1487626
2014/02/25,289000,300000,287000,298500,▲9500,＋3.29%,291500,285325,263350,257013,24106,1482756
2014/02/24,288000,291500,285000,289000,▼2500,－0.86%,291100,283925,262350,256488,21304,1470137
2014/02/21,287500,293000,287500,291500,▲1000,＋0.34%,292100,282900,261550,256063,10511,1458971
2014/02/20,286500,290500,285500,290500,▲2500,＋0.87%,292700,281750,260708,255629,15339,1453358
2014/02/19,294500,295000,286000,288000,▼8500,－2.87%,293500,280825,259883,255192,25810,1444793
2014/02/18,297500,300000,294000,296500,▲2500,＋0.85%,294900,279850,259150,254792,42517,1447583
2014/02/17,298500,299500,293500,294000,▼500,－0.17%,295200,278675,258308,254388,13668,1412599
2014/02/14,295000,297000,293000,294500,0.0,0.00%,293900,277450,257492,254038,12736,1405387
2014/02/13,300000,300000,293500,294500,▼500,－0.17%,293100,276125,256633,253683,13921,1397114
2014/02/12,298500,299500,294000,295000,▼3000,－1.01%,289900,274650,255883,253358,14762,1393681
2014/02/11,289000,301000,289000,298000,▲10500,＋3.65%,284400,273250,255133,253013,47681,1392413
2014/02/10,288000,297000,287500,287500,▼3000,－1.03%,279000,271475,254300,252646,30233,1390380
2014/02/07,278500,291500,278500,290500,▲12000,＋4.31%,275200,270325,253675,252363,33191,1385689
2014/02/06,268000,278500,267500,278500,▲11000,＋4.11%,271800,269025,253092,252071,24753,1385454
2014/02/05,269000,272500,264500,267500,▼3500,－1.29%,270200,268150,252758,251896,12882,1381844
2014/02/04,266000,272000,260000,271000,▲2500,＋0.93%,270500,267900,252700,251846,14940,1380583
2014/02/03,272000,274000,268000,268500,▼5000,－1.83%,270400,267300,252567,251767,9558,1384120
2014/01/29,271000,274000,267500,273500,▲3000,＋1.11%,270400,266425,252475,251654,14790,1384631
2014/01/28,269500,270500,266000,270500,▲1500,＋0.56%,269400,265300,252292,251533,15977,1386125
2014/01/27,268500,270000,263500,269000,▼1500,－0.55%,269700,264250,252067,251450,16205,1381313
2014/01/24,267000,270500,264500,270500,▲2000,＋0.74%,269600,263050,251867,251400,16057,1380316
