[일시]롯데칠성,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2012/01/05,1433839,1452797,1429847,1440823,▲2993,＋0.21%,1442819,1401061,1342507,1314352,700,353133
2012/01/04,1461777,1477742,1436832,1437830,▼8980,－0.62%,1439227,1396521,1338815,1313487,3233,352909
2012/01/03,1416876,1465768,1416876,1446810,▲19956,＋1.40%,1439027,1391183,1336087,1312714,1941,351205
2012/01/02,1461777,1461777,1416876,1426854,▼34923,－2.39%,1436433,1385944,1332362,1312040,617,350377
2011/12/29,1422863,1477742,1411887,1461777,▲38914,＋2.73%,1434038,1381953,1329419,1311458,1235,350219
2011/12/28,1417874,1436832,1399913,1422863,▼13969,－0.97%,1421067,1376216,1326193,1310411,1374,350271
2011/12/27,1435834,1452797,1386942,1436832,▲2993,＋0.21%,1413883,1373971,1323266,1309737,1932,349985
2011/12/26,1400911,1436832,1382951,1433839,▲18958,＋1.34%,1401909,1371227,1319075,1309114,822,349630
2011/12/23,1396920,1425856,1396920,1414880,▲17960,＋1.29%,1386144,1366886,1314934,1308507,1689,349529
2011/12/22,1395922,1406898,1376964,1396920,▲9978,＋0.72%,1378560,1362596,1310610,1308149,481,349026
2011/12/21,1396920,1399913,1385944,1386942,▲9978,＋0.72%,1373971,1358305,1306486,1307625,809,348868
2011/12/20,1355012,1389935,1355012,1376964,▲21952,＋1.62%,1372773,1354813,1302994,1307043,673,348706
2011/12/19,1377962,1377962,1328072,1355012,▼21952,－1.59%,1370179,1351121,1299102,1306361,1381,348607
2011/12/16,1373971,1391931,1369979,1376964,▲2993,＋0.22%,1371975,1349075,1294978,1305713,1527,348986
2011/12/15,1380955,1399913,1365988,1373971,▼6985,－0.51%,1367385,1345932,1291652,1304881,1976,348573
2011/12/14,1374968,1381953,1353017,1380955,▲16963,＋1.24%,1366387,1342640,1289041,1304266,1157,348626
2011/12/13,1363993,1375966,1336054,1363993,0.0,0.00%,1360201,1339447,1286996,1303310,1560,348341
2011/12/12,1375966,1375966,1357008,1363993,▲9978,＋0.74%,1353615,1337202,1285832,1302811,1153,348338
2011/12/09,1366986,1366986,1347030,1354015,▼14967,－1.09%,1349225,1334458,1285216,1302237,1085,348373
2011/12/08,1350023,1372973,1340045,1368982,▲18958,＋1.40%,1347828,1332662,1284135,1301780,3676,348432
2011/12/07,1337052,1360001,1330067,1350023,▲18958,＋1.42%,1343438,1329319,1282705,1301198,2514,348725
2011/12/06,1330067,1352019,1299136,1331065,▼10976,－0.82%,1349026,1326675,1281458,1300416,1912,348715
2011/12/05,1347030,1347030,1333061,1342041,▼4989,－0.37%,1359203,1325228,1280843,1299693,1384,348786
2011/12/02,1362995,1374968,1338050,1347030,0.0,0.00%,1360201,1323232,1279412,1298570,2749,349022
2011/12/01,1382951,1396920,1315100,1347030,▼30932,－2.24%,1356609,1320987,1276652,1297340,6038,349024
2011/11/30,1375966,1395922,1359004,1377962,▼3991,－0.29%,1349425,1318742,1274091,1296259,2537,348754
2011/11/29,1347030,1386942,1324081,1381953,▲34923,＋2.59%,1337252,1316248,1271413,1294587,4340,348608
2011/11/28,1342041,1385944,1332063,1347030,▲17960,＋1.35%,1321486,1311009,1269102,1292966,1980,350042
2011/11/25,1317096,1329070,1299136,1329070,▲17960,＋1.37%,1314901,1306020,1267771,1291428,1677,350064
2011/11/24,1326076,1333061,1305122,1311109,▼5987,－0.45%,1311907,1304773,1266158,1290022,1248,350080
2011/11/23,1305122,1317096,1287162,1317096,▲13969,＋1.07%,1311309,1306519,1263531,1288409,1108,349869
2011/11/22,1293149,1314103,1293149,1303127,▼10976,－0.84%,1311309,1307068,1261003,1287079,1489,349663
2011/11/21,1318094,1321087,1280177,1314103,0.0,0.00%,1314502,1305771,1258974,1285848,1056,348950
2011/11/18,1289158,1320089,1278182,1314103,▲5987,＋0.46%,1313504,1305422,1256396,1284268,1822,348731
2011/11/17,1305122,1308116,1281175,1308116,▼8980,－0.68%,1314302,1304474,1254700,1282697,1677,348195
2011/11/16,1322085,1335056,1296142,1317096,▼1996,－0.15%,1313105,1304174,1253819,1281009,2132,348211
2011/11/15,1317096,1319092,1302129,1319092,▲9978,＋0.76%,1309114,1303177,1253653,1278847,2313,347542
2011/11/14,1304125,1331065,1304125,1309114,▼8980,－0.68%,1305721,1301830,1253636,1276668,1328,346764
2011/11/11,1299136,1320089,1267206,1318094,▲15965,＋1.23%,1304324,1301331,1253403,1274723,2528,346167
2011/11/10,1297140,1325078,1295144,1302129,▲4989,＋0.38%,1301131,1299086,1253386,1272885,3363,346049
2011/11/09,1302129,1321087,1296142,1297140,▼4989,－0.38%,1301131,1297140,1253303,1271114,1376,345548
2011/11/08,1324081,1325078,1296142,1302129,0.0,0.00%,1307318,1293249,1252439,1269385,1242,345802
2011/11/07,1303127,1307118,1272195,1302129,0.0,0.00%,1302329,1291852,1251940,1267505,1238,346082
2011/11/04,1294147,1325078,1294147,1302129,0.0,0.00%,1291353,1287910,1251906,1265634,1555,346256
2011/11/03,1314103,1318094,1301131,1302129,▼25943,－1.95%,1291752,1285316,1252655,1263631,2618,346244
2011/11/02,1300133,1332063,1297140,1328072,▲50888,＋3.98%,1300533,1283620,1253736,1261552,4002,346328
2011/11/01,1264213,1306120,1262217,1277184,▲29934,＋2.40%,1300533,1279579,1254517,1259249,1753,344885
2011/10/31,1299136,1323083,1247250,1247250,▼56875,－4.36%,1300533,1274989,1256762,1257511,2484,344344
2011/10/28,1338050,1365988,1302129,1304125,▼41908,－3.11%,1312506,1271896,1260122,1256363,2734,344027
2011/10/27,1328072,1347030,1323083,1346032,▲17960,＋1.35%,1310710,1264462,1262500,1255000,1664,343722
2011/10/26,1300133,1336054,1280177,1328072,▲50888,＋3.98%,1301929,1254634,1264163,1253278,1621,343681
2011/10/25,1297140,1305122,1277184,1277184,▼29934,－2.29%,1295743,1247100,1266308,1251773,1083,343527
2011/10/24,1292151,1326076,1292151,1307118,▲11974,＋0.92%,1298736,1240415,1269268,1250676,2154,343007
2011/10/21,1292151,1307118,1272195,1295144,▼6985,－0.54%,1297140,1230437,1271729,1249262,1483,343141
2011/10/20,1297140,1315100,1287162,1302129,▲4989,＋0.38%,1292750,1224550,1274390,1247948,2196,342775
2011/10/19,1287162,1311109,1267206,1297140,▲4989,＋0.39%,1284967,1220309,1276968,1246402,1130,342538
2011/10/18,1317096,1317096,1283171,1292151,▼6985,－0.54%,1269401,1218364,1279595,1244930,1664,342596
2011/10/17,1291153,1309114,1274191,1299136,▲25943,＋2.04%,1265809,1218463,1282339,1243267,1942,342370
2011/10/14,1259224,1299136,1259224,1273193,▲9978,＋0.79%,1250643,1219860,1283653,1241255,1160,341456
2011/10/13,1227294,1302129,1222305,1263215,▲43903,＋3.60%,1246053,1220659,1284568,1239351,2804,341205
2011/10/12,1294147,1296142,1219312,1219312,▼54879,－4.31%,1247050,1221656,1286197,1237546,1493,339638
2011/10/11,1224301,1292151,1201351,1274191,▲50888,＋4.16%,1252638,1224450,1288160,1236158,1788,339676
2011/10/10,1235276,1269202,1223303,1223303,▼26941,－2.15%,1234877,1225448,1289341,1234312,920,339468
2011/10/07,1274191,1315100,1250243,1250243,▼17960,－1.42%,1227294,1227094,1291719,1232732,2798,339405
2011/10/06,1286164,1317096,1209334,1268204,▲20954,＋1.68%,1208336,1223652,1293498,1230836,3443,339748
2011/10/05,1196362,1326076,1180397,1247250,▲61864,＋5.22%,1184588,1219910,1294629,1228708,5324,339825
2011/10/04,1176406,1192371,1121527,1185386,0.0,0.00%,1170619,1218414,1296209,1226970,2109,339558
2011/09/30,1191373,1191373,1142481,1185386,▲29934,＋2.59%,1162237,1221307,1299152,1225839,1882,340197
2011/09/29,1164433,1164433,1124521,1155452,▲5987,＋0.52%,1146672,1225398,1302079,1224750,1692,339724
2011/09/28,1176406,1183391,1139488,1149466,▼27938,－2.37%,1151062,1229240,1305688,1224068,1835,339756
2011/09/27,1143479,1177404,1121527,1177404,▲33925,＋2.97%,1164632,1229439,1308764,1223461,2525,339951
2011/09/26,1125518,1146472,1104565,1143479,▲35921,＋3.24%,1180797,1228841,1311093,1222696,3022,340913
2011/09/23,1137492,1145474,1102569,1107558,▼69846,－5.93%,1210930,1230736,1313620,1222072,4397,341394
2011/09/22,1214323,1214323,1148468,1177404,▼39912,－3.28%,1254833,1233331,1316447,1221773,4141,342322
2011/09/21,1243259,1251241,1215320,1217316,▼40910,－3.25%,1277184,1235077,1318110,1220642,3857,343010
2011/09/20,1297140,1297140,1247250,1258226,▼35921,－2.78%,1290355,1236973,1319491,1219237,2742,343203
2011/09/19,1309114,1309114,1283171,1294147,▼32927,－2.48%,1293747,1239417,1319624,1217532,1854,343269
2011/09/16,1287162,1336054,1287162,1327074,▲37916,＋2.94%,1293747,1240615,1319790,1215645,21575,343244
2011/09/15,1312107,1317096,1148468,1289158,▲5987,＋0.47%,1279579,1239018,1319258,1213208,2804,342513
2011/09/14,1275188,1293149,1243259,1283171,▲7982,＋0.63%,1258026,1240415,1319424,1211013,1907,341117
2011/09/09,1292151,1302129,1255232,1275188,▼18958,－1.46%,1240066,1241114,1319690,1208826,1537,341103
2011/09/08,1267206,1299136,1241263,1294147,▲37916,＋3.02%,1228491,1239617,1319374,1206473,3104,341310
2011/09/07,1194367,1358006,1194367,1256230,▲74835,＋6.33%,1218314,1238519,1318543,1203763,2924,340916
2011/09/06,1190375,1197360,1165430,1181395,▼11974,－1.00%,1220509,1240714,1317728,1201251,3617,340137
2011/09/05,1198358,1236274,1162437,1193369,▼23947,－1.97%,1230687,1248996,1318027,1199256,3596,339005
2011/09/02,1206340,1243259,1201351,1217316,▼25943,－2.09%,1222704,1257677,1318426,1196836,2655,338203
2011/09/01,1247250,1267206,1238270,1243259,▼23947,－1.89%,1212327,1265560,1317761,1194458,2974,338019
2011/08/31,1232283,1271197,1232283,1267206,▲34923,＋2.83%,1199954,1273991,1316830,1191789,2354,337523
2011/08/30,1155452,1244257,1154455,1232283,▲78826,＋6.83%,1178402,1283071,1315084,1188954,3190,337060
2011/08/29,1168424,1172415,1137492,1153457,▼11974,－1.03%,1174411,1293797,1313886,1186368,2966,337314
2011/08/26,1165430,1207338,1165430,1165430,▼15965,－1.35%,1194766,1308415,1313288,1184297,1753,336409
2011/08/25,1157448,1194367,1157448,1181395,▲21952,＋1.89%,1223103,1322983,1313155,1182069,3048,336569
2011/08/24,1194367,1194367,1141483,1159444,▼52883,－4.36%,1250443,1336653,1312722,1179790,7330,337002
2011/08/23,1225298,1244257,1167426,1212327,▼42905,－3.42%,1277583,1351420,1312140,1177645,4141,336016
2011/08/22,1317096,1327074,1233281,1255232,▼51886,－3.97%,1298537,1363544,1310693,1175117,2179,335930
2011/08/19,1312107,1315100,1269202,1307118,▼10976,－0.83%,1306918,1373621,1308199,1172299,1896,336341
2011/08/18,1283171,1335056,1270199,1318094,▲22949,＋1.77%,1294546,1381005,1304041,1169056,3945,337185
2011/08/17,1307118,1322085,1295144,1295144,▼21952,－1.67%,1285366,1387940,1299701,1165638,1635,338566
2011/08/16,1303127,1370977,1298138,1317096,▲19956,＋1.54%,1286364,1392081,1296042,1162462,4128,338492
2011/08/12,1262217,1326076,1252239,1297140,▲51886,＋4.17%,1292351,1392629,1292384,1159003,2849,338571
2011/08/11,1246252,1294147,1223303,1245254,▼26941,－2.12%,1306320,1395822,1288925,1155843,3172,338583
