[일시]한국석유,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2007/03/21,27000,28450,25600,28100,▲1200,＋4.46%,27170,24785,21707,20585,56980,0
2007/03/20,27900,30500,26900,26900,▼1000,－3.58%,26700,24430,21591,20501,22210,0
2007/03/19,28000,28600,27100,27900,▲900,＋3.33%,26520,24155,21519,20427,7020,0
2007/03/16,26400,28300,25800,27000,▲1050,＋4.05%,26080,23843,21429,20345,14510,0
2007/03/15,25800,26450,25300,25950,▲200,＋0.78%,25720,23563,21332,20271,5330,0
2007/03/14,26000,26000,25300,25750,▼250,－0.96%,25370,23315,21256,20206,1540,0
2007/03/13,25750,26100,25550,26000,▲300,＋1.17%,25070,23073,21185,20145,5040,0
2007/03/12,25300,25850,25200,25700,▲500,＋1.98%,24830,22810,21094,20080,26420,0
2007/03/09,24450,25900,24450,25200,▲1000,＋4.13%,24560,22545,21008,20018,6530,0
2007/03/08,24100,25300,23800,24200,▼50,－0.21%,24420,22285,20939,19963,7570,0
2007/03/07,25000,25900,24250,24250,▼550,－2.22%,24240,22075,20888,19914,7042,0
2007/03/06,24250,25600,23900,24800,▲450,＋1.85%,23990,21855,20826,19865,11430,0
2007/03/05,24500,25500,24000,24350,▼150,－0.61%,23710,21620,20754,19810,7380,0
2007/03/02,22400,25400,22400,24500,▲1200,＋5.15%,23280,21408,20690,19758,25390,0
2007/02/28,21900,23500,21750,23300,▲300,＋1.30%,22730,21183,20623,19706,6610,0
2007/02/27,23750,23900,22700,23000,▼400,－1.71%,22360,21028,20579,19664,2910,0
2007/02/26,21800,24000,21800,23400,▲1200,＋5.41%,21960,20893,20532,19628,9082,0
2007/02/23,22300,22300,21750,22200,▲450,＋2.07%,21560,20725,20480,19585,5720,0
2007/02/22,21150,21800,21150,21750,▲300,＋1.40%,21450,20610,20460,19552,4830,0
2007/02/21,21000,21800,21000,21450,▲450,＋2.14%,21380,20503,20461,19523,9330,0
2007/02/20,20800,21150,20800,21000,▼400,－1.87%,21290,20380,20451,19495,5280,0
2007/02/16,21650,21650,21000,21400,▼250,－1.15%,21270,20280,20434,19472,2720,0
2007/02/15,21500,21900,20700,21650,▲250,＋1.17%,21140,20160,20418,19444,3360,0
2007/02/14,21400,21600,21000,21400,▲400,＋1.90%,20890,20053,20404,19412,2890,0
2007/02/13,20900,21500,20500,21000,▲100,＋0.48%,20610,19948,20389,19383,27810,0
2007/02/12,20800,21700,20500,20900,▲150,＋0.72%,20410,19883,20353,19357,15390,0
2007/02/09,20500,20800,20000,20750,▲350,＋1.72%,20200,19823,20324,19333,10550,0
2007/02/08,20000,20500,20000,20400,▲400,＋2.00%,20070,19758,20308,19311,890,0
2007/02/07,20000,20000,20000,20000,0.0,0.00%,20010,19703,20296,19286,10,0
2007/02/06,20000,20000,19800,20000,▲150,＋0.76%,20010,19658,20284,19268,2090,0
2007/02/05,19800,20550,19800,19850,▼250,－1.24%,20050,19610,20271,19251,1260,0
2007/02/02,20000,20100,19500,20100,0.0,0.00%,20140,19608,20260,19235,670,0
2007/02/01,20000,20100,19600,20100,▲100,＋0.50%,20130,19620,20243,19217,50,0
2007/01/31,19850,20000,19850,20000,▼200,－0.99%,20090,19665,20227,19198,210,0
2007/01/30,20000,20200,19750,20200,▼100,－0.49%,20010,19740,20211,19181,810,0
2007/01/29,20050,20500,19800,20300,▲250,＋1.25%,19770,19780,20183,19160,2950,0
2007/01/26,20000,20300,20000,20050,▲150,＋0.75%,19510,19775,20153,19138,5190,0
2007/01/25,19400,20000,19150,19900,▲300,＋1.53%,19300,19798,20126,19120,1390,0
2007/01/24,19000,19600,19000,19600,▲600,＋3.16%,19220,19835,20098,19103,1380,0
2007/01/23,19000,19000,19000,19000,0.0,0.00%,19160,19865,20076,19089,540,0
2007/01/22,18800,19050,18800,19000,0.0,0.00%,19300,19955,20061,19080,1870,0
2007/01/19,19500,19500,19000,19000,▼500,－2.56%,19440,20063,20044,19074,1140,0
2007/01/18,19000,19500,19000,19500,▲200,＋1.04%,19530,20243,20028,19068,970,0
2007/01/17,20000,20000,19300,19300,▼400,－2.03%,19490,20393,20009,19058,260,0
2007/01/16,20200,20200,19700,19700,0.0,0.00%,19450,20485,19989,19044,1240,0
2007/01/15,19100,19700,19100,19700,▲250,＋1.29%,19320,20570,19963,19031,470,0
2007/01/12,19050,20000,19050,19450,▲150,＋0.78%,19340,20660,19938,19017,540,0
2007/01/11,19100,19600,19100,19300,▲200,＋1.05%,19520,20715,19917,19005,360,0
2007/01/10,19000,19250,19000,19100,▲50,＋0.26%,19860,20775,19903,18999,530,0
2007/01/09,19300,19950,19050,19050,▼750,－3.79%,20340,20875,19888,18996,4030,0
2007/01/08,20800,20800,19700,19800,▼550,－2.70%,20730,20980,19878,18994,1960,0
2007/01/05,21000,21000,20100,20350,▼650,－3.10%,20810,21015,19851,18987,430,0
2007/01/04,21300,21400,21000,21000,▼500,－2.33%,20840,21023,19812,18974,2970,0
2007/01/03,20600,22400,20300,21500,▲500,＋2.38%,20770,20998,19762,18955,6965,0
2007/01/02,20000,21000,19800,21000,▲800,＋3.96%,20510,20945,19705,18937,1320,0
2006/12/28,20000,20200,19800,20200,▼300,－1.46%,20470,20930,19658,18920,1780,0
2006/12/27,20200,20750,20200,20500,▼150,－0.73%,20660,20928,19623,18911,170,0
2006/12/26,20100,20700,20100,20650,▲450,＋2.23%,21080,20918,19586,18901,995,0
2006/12/22,20600,20750,20000,20200,▼600,－2.88%,21450,20935,19543,18890,2080,0
2006/12/21,20900,21350,20800,20800,▼350,－1.65%,21640,21015,19506,18884,1610,0
2006/12/20,22250,22850,21150,21150,▼1450,－6.42%,21760,21018,19464,18869,4460,0
2006/12/19,22550,23050,22000,22600,▲100,＋0.44%,21830,20960,19412,18849,9000,0
2006/12/18,21600,22850,21550,22500,▲1350,＋6.38%,21420,20850,19335,18811,7920,0
2006/12/15,21000,21900,20900,21150,▼250,－1.17%,21020,20768,19260,18778,1190,0
2006/12/14,21550,21600,21400,21400,▼100,－0.47%,21010,20735,19210,18759,1320,0
2006/12/13,20250,23000,20250,21500,▲950,＋4.62%,20960,20605,19157,18741,4910,0
2006/12/12,20500,20900,20300,20550,▲50,＋0.24%,20760,20490,19106,18723,1921,0
2006/12/11,20600,21600,20500,20500,▼600,－2.84%,20750,20450,19066,18710,3339,0
2006/12/08,21150,21900,20550,21100,▼50,－0.24%,20750,20410,19028,18695,1220,0
2006/12/07,20500,21150,20500,21150,▲650,＋3.17%,20620,20320,18986,18683,2570,0
2006/12/06,20500,21050,20500,20500,0.0,0.00%,20530,20223,18940,18665,890,0
2006/12/05,19800,20700,19800,20500,0.0,0.00%,20460,20158,18903,18648,3090,0
2006/12/04,20150,20800,20100,20500,▲50,＋0.24%,20420,20088,18865,18622,2080,0
2006/12/01,20700,20850,20450,20450,▼250,－1.21%,20520,20018,18827,18606,499,0
2006/11/30,20200,20700,20000,20700,▲550,＋2.73%,20790,19948,18789,18584,10470,0
2006/11/29,20500,21500,20100,20150,▼150,－0.74%,20820,19838,18749,18556,3981,0
2006/11/28,20150,20800,20150,20300,▼700,－3.33%,20790,19755,18725,18529,3750,0
2006/11/27,21400,21400,20550,21000,▼800,－3.67%,20810,19663,18689,18510,3700,0
2006/11/24,21450,21900,20550,21800,▲950,＋4.56%,20780,19525,18644,18490,6440,0
2006/11/23,21500,23000,20500,20850,▲850,＋4.25%,20520,19348,18586,18463,24830,0
2006/11/22,20350,20350,19750,20000,▼400,－1.96%,20110,19210,18538,18448,3120,0
2006/11/21,20550,20850,20150,20400,▼450,－2.16%,19950,19110,18510,18443,1710,0
2006/11/20,21450,21450,20500,20850,▲350,＋1.71%,19820,18990,18471,18433,4880,0
2006/11/17,18800,21400,18800,20500,▲1700,＋9.04%,19590,18868,18419,18415,6640,0
2006/11/16,19200,19200,18800,18800,▼400,－2.08%,19350,18748,18377,18403,1210,0
2006/11/15,19400,19550,19100,19200,▼550,－2.78%,19430,18715,18362,18408,2460,0
2006/11/14,19700,19750,19300,19750,▲50,＋0.25%,19430,18663,18342,18408,410,0
2006/11/13,19000,19800,19000,19700,▲400,＋2.07%,19300,18585,18314,18410,2360,0
2006/11/10,19300,19300,19300,19300,▲100,＋0.52%,19180,18525,18276,18407,10,0
2006/11/09,19150,19200,19000,19200,0.0,0.00%,19130,18470,18252,18413,430,0
2006/11/08,19000,19200,19000,19200,▲100,＋0.52%,18990,18430,18231,18422,1390,0
2006/11/07,19100,19100,18800,19100,0.0,0.00%,18850,18380,18211,18439,630,0
2006/11/06,19050,19100,18800,19100,▲50,＋0.26%,18720,18325,18190,18460,790,0
2006/11/03,18550,19050,18400,19050,▲550,＋2.97%,18550,18270,18169,18476,1600,0
2006/11/02,18500,18500,18500,18500,0.0,0.00%,18390,18223,18151,18493,40,0
2006/11/01,18400,18500,18300,18500,▲50,＋0.27%,18310,18205,18138,18512,160,0
2006/10/31,18300,18450,18300,18450,▲200,＋1.10%,18210,18188,18124,18533,1060,0
2006/10/30,18250,18250,18250,18250,0.0,0.00%,18120,18178,18113,18552,0,0
2006/10/27,18100,18250,18100,18250,▲150,＋0.83%,18150,18168,18108,18569,210,0
2006/10/26,18400,18400,18100,18100,▲100,＋0.56%,18120,18155,18102,18584,100,0
2006/10/25,18000,18000,18000,18000,0.0,0.00%,18130,18165,18100,18600,161,0
2006/10/24,18400,18400,18000,18000,▼400,－2.17%,18160,18165,18104,18621,910,0
2006/10/23,18450,18450,18400,18400,▲300,＋1.66%,18200,18165,18108,18644,210,0
2006/10/20,18300,18450,18100,18100,▼50,－0.28%,18220,18145,18106,18658,790,0
2006/10/19,18100,18250,18000,18150,0.0,0.00%,18240,18148,18098,18667,390,0
2006/10/18,18000,18350,18000,18150,▼50,－0.27%,18290,18150,18098,18679,1080,0
2006/10/17,18300,18400,18200,18200,▼300,－1.62%,18300,18165,18097,18685,1150,0
2006/10/16,18350,18500,18100,18500,▲300,＋1.65%,18260,18163,18093,18693,640,0
2006/10/13,18200,18200,18000,18200,▼200,－1.09%,18160,18148,18095,18696,990,0
2006/10/12,18150,18400,18100,18400,▲200,＋1.10%,18140,18168,18104,18699,420,0
2006/10/11,18000,18300,17500,18200,▲200,＋1.11%,18090,18168,18111,18705,4740,0
2006/10/10,17900,18100,17900,18000,0.0,0.00%,18080,18173,18123,18715,1140,0
2006/10/09,18500,18500,17900,18000,▼100,－0.55%,18130,18183,18136,18721,11060,0
2006/10/04,17900,18100,17900,18100,▼50,－0.28%,18140,18193,18149,18728,1100,0
2006/10/02,18000,18150,18000,18150,0.0,0.00%,18120,18198,18169,18735,1300,0
2006/09/29,18000,18200,17850,18150,▼100,－0.55%,18150,18205,18183,18736,1530,0
2006/09/28,18300,18350,17800,18250,▲200,＋1.11%,18120,18233,18198,18735,5100,0
2006/09/27,18000,18050,17800,18050,▲50,＋0.28%,18070,18228,18217,18734,650,0
2006/09/26,18300,18300,17800,18000,▼300,－1.64%,18060,18240,18238,18736,620,0
2006/09/25,17800,18300,17600,18300,▲300,＋1.67%,18090,18255,18262,18736,4180,0
2006/09/22,18000,18300,17650,18000,0.0,0.00%,18070,18240,18273,18735,5130,0
2006/09/21,17950,18150,17950,18000,0.0,0.00%,18160,18255,18287,18734,2030,0
2006/09/20,18100,18200,18000,18000,▼150,－0.83%,18190,18258,18287,18732,2282,0
2006/09/19,18200,18200,18000,18150,▼50,－0.27%,18230,18245,18297,18729,670,0
2006/09/18,18600,18600,18050,18200,▼250,－1.36%,18320,18235,18308,18723,3030,0
2006/09/15,18150,18450,18050,18450,▲300,＋1.65%,18360,18220,18326,18719,1100,0
2006/09/14,18200,18400,18000,18150,▼50,－0.27%,18330,18198,18340,18714,1280,0
2006/09/13,18400,18400,18100,18200,▼400,－2.15%,18340,18195,18353,18716,590,0
2006/09/12,18400,18700,18300,18600,▲200,＋1.09%,18340,18155,18363,18720,610,0
2006/09/11,18400,18400,18200,18400,▲100,＋0.55%,18260,18118,18381,18716,1050,0
2006/09/08,18200,18500,18000,18300,▲100,＋0.55%,18240,18095,18389,18712,1390,0
2006/09/07,18500,18550,18200,18200,0.0,0.00%,18320,18080,18392,18712,710,0
2006/09/06,18250,18450,18150,18200,0.0,0.00%,18310,18063,18379,18719,1370,0
2006/09/05,18200,18400,18200,18200,▼100,－0.55%,18330,18045,18386,18721,1450,0
2006/09/04,18700,19300,18200,18300,▼400,－2.14%,18350,18033,18378,18720,3510,0
2006/09/01,18050,19000,17900,18700,▲550,＋3.03%,18290,18003,18363,18716,16870,0
2006/08/31,18100,18300,17850,18150,▼150,－0.82%,18210,17953,18333,18709,1220,0
2006/08/30,18100,18400,17800,18300,0.0,0.00%,18190,17935,18331,18707,810,0
2006/08/29,17900,19300,17900,18300,▲300,＋1.67%,18080,17915,18335,18702,6420,0
2006/08/28,18300,18500,17550,18000,▼300,－1.64%,18010,17895,18340,18703,1514,0
2006/08/25,18300,18300,18000,18300,▲250,＋1.39%,17990,17895,18358,18708,1666,0
2006/08/24,17700,18050,17700,18050,▲300,＋1.69%,17930,17893,18376,18713,1750,0
2006/08/23,17750,17750,17300,17750,▼200,－1.11%,17940,17903,18394,18720,659,0
2006/08/22,17900,17950,17500,17950,▲50,＋0.28%,17870,17928,18412,18733,430,0
2006/08/21,17700,17900,17700,17900,▼100,－0.56%,17850,17913,18429,18742,560,0
2006/08/18,17550,18100,17500,18000,▼100,－0.55%,17860,17925,18453,18753,790,0
2006/08/17,17450,18100,17350,18100,▲700,＋4.02%,17860,17928,18473,18766,2281,0
2006/08/16,17750,17750,17400,17400,▼450,－2.52%,17810,17923,18507,18781,1060,0
2006/08/14,17850,17900,17450,17850,▼100,－0.56%,17900,17983,18538,18800,680,0
2006/08/11,17750,18100,17700,17950,▼50,－0.28%,17920,18028,18574,18808,700,0
2006/08/10,17500,18000,17500,18000,▲150,＋0.84%,17870,18070,18613,18819,270,0
2006/08/09,17450,17850,17450,17850,0.0,0.00%,17810,18115,18667,18828,100,0
2006/08/08,17350,18000,17300,17850,▼100,－0.56%,17800,18163,18731,18839,220,0
2006/08/07,18500,18500,17450,17950,▲250,＋1.41%,17810,18210,18783,18853,180,0
2006/08/04,17700,17800,17450,17700,0.0,0.00%,17800,18278,18834,18872,240,0
2006/08/03,17400,17700,17300,17700,▼100,－0.56%,17860,18343,18886,18904,6400,0
2006/08/02,17900,17900,17600,17800,▼100,－0.56%,17970,18410,18941,18926,380,0
2006/08/01,17700,18000,17700,17900,0.0,0.00%,18060,18488,18991,18925,470,0
2006/07/31,18150,18200,17900,17900,▼100,－0.56%,18130,18560,19030,18921,750,0
2006/07/28,18000,18150,18000,18000,▼250,－1.37%,18080,18635,19067,18915,240,0
2006/07/27,18350,18350,17700,18250,0.0,0.00%,18110,18685,19100,18913,840,0
2006/07/26,18250,18250,18250,18250,0.0,0.00%,18070,18713,19138,18913,170,0
2006/07/25,18150,18250,17700,18250,▲600,＋3.40%,18020,18700,19180,18913,1070,0
2006/07/24,17800,18150,17650,17650,▼500,－2.75%,18090,18718,19209,18910,180,0
2006/07/21,17650,18150,17650,18150,▲100,＋0.55%,18310,18775,19235,18903,420,0
2006/07/20,18000,18500,17600,18050,▲50,＋0.28%,18440,18833,19259,18894,2310,0
2006/07/19,18450,18900,18000,18000,▼600,－3.23%,18610,18895,19273,18883,4660,0
2006/07/18,18750,18750,17800,18600,▼150,－0.80%,18770,18943,19292,18873,150,0
2006/07/14,18450,18750,18450,18750,▼50,－0.27%,18810,18950,19297,18876,470,0
2006/07/13,18300,18800,18300,18800,▼100,－0.53%,18920,18998,19293,18882,240,0
2006/07/12,19050,19100,18500,18900,▲100,＋0.53%,18960,19003,19299,18889,760,0
2006/07/11,19300,19300,18650,18800,0.0,0.00%,18990,18980,19307,18896,1350,0
2006/07/10,19000,19000,18050,18800,▼500,－2.59%,19100,18913,19306,18906,240,0
2006/07/07,19850,19850,19000,19300,▲300,＋1.58%,19210,18903,19307,18914,1360,0
2006/07/06,18300,19300,18300,19000,▼50,－0.26%,19230,18825,19300,18920,60,0
2006/07/05,19050,19050,19050,19050,▼300,－1.55%,19230,18743,19288,18927,0,0
2006/07/04,18900,19500,18900,19350,0.0,0.00%,19180,18638,19271,18935,570,0
2006/07/03,19350,19400,18800,19350,▼50,－0.26%,18910,18570,19251,18942,1640,0
2006/06/30,19450,19450,18500,19400,▲400,＋2.11%,18760,18530,19233,18951,720,0
2006/06/29,19200,19200,18250,19000,▲200,＋1.06%,18640,18490,19210,18963,80,0
2006/06/28,18500,18850,18500,18800,▲800,＋4.44%,18700,18495,19197,18975,430,0
2006/06/27,18300,18600,17100,18000,▼600,－3.23%,18800,18523,19181,18988,630,0
2006/06/26,17650,18600,17650,18600,▼200,－1.06%,18990,18580,19177,19010,730,0
2006/06/23,18150,19150,17600,18800,▼500,－2.59%,19020,18590,19161,19028,730,0
2006/06/22,19450,19450,18500,19300,0.0,0.00%,19200,18600,19139,19043,1390,0
2006/06/21,19300,19300,19300,19300,▲350,＋1.85%,19120,18603,19112,19059,10,0
2006/06/20,19600,19600,18300,18950,▲200,＋1.07%,18950,18598,19088,19072,160,0
2006/06/19,18750,19500,18750,18750,▼950,－4.82%,18650,18655,19078,19086,370,0
2006/06/16,18900,19700,18050,19700,▲800,＋4.23%,18620,18683,19078,19101,8650,0
2006/06/15,18900,18900,17850,18900,▲450,＋2.44%,18230,18698,19051,19108,220,0
2006/06/14,17600,18450,17500,18450,▲1000,＋5.73%,17920,18765,19035,19126,330,0
2006/06/13,17800,19000,17450,17450,▼1150,－6.18%,17620,18905,19033,19148,1140,0
2006/06/12,17800,18650,17750,18600,▲850,＋4.79%,17730,19118,19059,19183,1870,0
2006/06/09,17300,17850,17000,17750,▲400,＋2.31%,17720,19238,19056,19217,8540,0
2006/06/08,17450,17450,16450,17350,▲400,＋2.36%,17890,19400,19063,19255,4240,0
2006/06/07,17900,18350,16900,16950,▼1050,－5.83%,18240,19573,19070,19301,3620,0
2006/06/05,18000,18050,18000,18000,▼550,－2.96%,18720,19775,19084,19346,1300,0
2006/06/02,18400,18850,18000,18550,▼50,－0.27%,18950,19915,19083,19383,1470,0
2006/06/01,18800,19000,18000,18600,▼500,－2.62%,19000,20000,19069,19413,535,0
2006/05/30,18800,19700,18800,19100,▼250,－1.29%,19080,20075,19065,19443,1310,0
2006/05/29,19200,19350,19150,19350,▲200,＋1.04%,19130,20120,19057,19472,830,0
2006/05/26,19700,19700,18700,19150,▲350,＋1.86%,19100,20178,19049,19503,390,0
2006/05/25,19300,19650,18800,18800,▼200,－1.05%,19290,20260,19045,19531,1000,0
2006/05/24,19350,19700,19000,19000,▼350,－1.81%,19390,20320,19053,19553,3330,0
2006/05/23,19000,19400,19000,19350,▲150,＋0.78%,19590,20330,19055,19573,4585,0
2006/05/22,19700,20200,19150,19200,▼900,－4.48%,19770,20343,19053,19586,3440,0
2006/05/19,19300,20100,18950,20100,▲800,＋4.15%,20180,20328,19059,19604,2081,0
2006/05/18,19800,19800,19250,19300,▼700,－3.50%,20500,20278,19056,19616,5120,0
2006/05/17,20250,20500,19900,20000,▼250,－1.23%,20840,20258,19062,19617,1770,0
2006/05/16,20950,21250,20200,20250,▼1000,－4.71%,21040,20185,19042,19613,14590,0
2006/05/15,21500,21600,20750,21250,▼450,－2.07%,21150,20130,19025,19604,5640,0
2006/05/12,21250,23400,21000,21700,▲700,＋3.33%,21100,20035,18989,19590,33195,0
2006/05/11,20500,21350,20500,21000,0.0,0.00%,20920,19888,18947,19577,3950,0
2006/05/10,20900,21350,20800,21000,▲200,＋0.96%,20770,19780,18922,19568,4210,0
2006/05/09,20900,21200,20600,20800,▼200,－0.95%,20590,19675,18909,19561,5040,0
2006/05/08,20550,21400,20550,21000,▲200,＋0.96%,20430,19550,18922,19560,5020,0
2006/05/04,20100,21150,20000,20800,▲550,＋2.72%,20330,19400,18911,19556,8640,0
2006/05/03,20000,20600,19950,20250,▲150,＋0.75%,20330,19268,18859,19557,7330,0
2006/05/02,20400,20400,19850,20100,▲100,＋0.50%,20280,19170,18812,19563,1820,0
2006/04/28,20500,20900,20000,20000,▼500,－2.44%,20100,19065,18763,19573,16530,0
2006/04/27,21200,21200,20150,20500,▼300,－1.44%,20020,18975,18726,19579,9280,0
2006/04/26,19800,20800,19800,20800,▲800,＋4.00%,19700,18843,18688,19580,10750,0
2006/04/25,19300,20900,19300,20000,▲800,＋4.17%,19360,18690,18647,19580,13580,0
2006/04/24,19400,19500,19000,19200,▼400,－2.04%,19140,18573,18611,19586,5430,0
